Tweet,Intelligence,Determination,Calmness,Politeness,Aggression,Sophistication,Incoherence,Rudeness,Stupidity,Articulation,Unsophistication,Laziness
No cause We gone cut yo fingers off and fry Em.FYM so be prepared HOMES,2,4,1,1,5,1,3,5,3,2,5,2
"watching the rose bowl, I like ball & phillips. That qb caight my eye vs OSU. Played a good game. Ilike both as pats. IMO",3,2,4,3,1,2,3,1,2,2,3,2
"LMAO at the gt. I've seen them all. Dragon ball was drama, dbz was science fiction, & dbgt was a bunch offree time on their hands.",3,2,3,2,2,2,2,2,2,3,3,2
If you gotta argue nd fight over yo nigga he was neveryours to begin with!! -__-,3,4,2,2,3,2,2,3,2,3,4,3
do u want ne to come or not.. Dm yo numI dont got my phone.,2,3,2,2,3,1,3,3,3,2,4,3
"ray is one of the greatest players, defenders ever! Even today, he can still play with the best ofthem if he wanted to.",3,4,3,4,2,3,2,1,1,4,2,1
. Lookin Ad Baby Sleepin Like Ah Baby Body So Amazin Drive Mhe Krazy Um Bout Ta Wake Uu Uhp Gurl IIWanna Sex Uu Uhp ...!,2,3,2,1,4,1,4,4,3,2,5,3
only team that won their wild card game on the road?! You've already provedyour point! GET THAT W!,3,4,2,2,3,2,2,2,2,3,3,2
. Dnt Even Trip Mfs On Twitter Sneak Dissin &&'d Dese Hoes Stay Taken Mhe As A Joke Like BytchIi Kill Uu Goofy .,2,3,1,1,5,1,4,5,3,2,5,3
"I call it the charlie batch disease lol. Didn't he have red flags in the draft? He's ok now, butif it keeps happening, idk.",3,2,3,2,2,2,3,2,2,2,3,3
"moss a good idea, but I wouldn't tell you to get reed. I think the defense isfine, they've found the formula.",3,2,4,3,1,2,4,2,3,2,3,2
. If He/She Is Who Makes Uu Happy Stay Happy Make Guhd Memory's Cuz Ones He Or Uu Fuk Uhp Uu Gne Wish Uu Had HerOr Him Bak . .!,2,3,3,3,2,1,4,2,3,2,4,3
I think chris bosh need to have the most shot attempts every night. Lebron should get 5assists to him everygame. Fair?,3,4,3,3,2,2,2,2,2,3,3,2
Swaggang Hitman I Think Im A.Goff ridein wit Two Bitches And My BluntsGone Make You cough (:,2,3,2,1,4,1,4,4,3,2,5,3
Good Morning!!! Sending a Special Thanks to everyone who was in attendance last nightfor the first show recording,4,4,3,5,1,3,1,1,1,4,2,1
"Get Cha Mind Right Open Mic !! 9pm TONIGHT Purple Cafe 3964 Government Bld, Mobile, AL we are feat D5 Hosted by Huggy Bear",3,4,3,3,2,2,2,2,1,3,3,2
"Open Mic TONIGHT!! Purple Cafe 3964 Government Bld, Mobile, AL Feat Huggy Bear Da Poet!! Guest Host2 Loose $7 Holla.9pm Sharp!",3,4,3,3,2,2,3,2,2,3,4,2
Get Cha Mind Right Open Mic. Tonight at The Purple Cafe 9pm. Feat Mz CarriMail. ItsErotic Night! Brimg extra Panties!!,3,4,2,2,3,2,3,3,2,3,4,2
Just waking up. .and it's almost time to get ready for work. .smh..thinkin of calling out lol,3,2,3,3,1,2,2,2,2,3,3,4
"Abby while watching Walk the Line (again) ""Did Elvis, Cash, Jerry Lee Lewis all tour together? Why wasn’t I alivethen?"" My daughter is cool",3,2,4,4,1,3,2,1,1,3,2,2
Love is not finding a hand that perfectly fits yours. It's finding the one who is willing to hold your hands no matterhow unfit it may be.,4,3,4,5,1,4,1,1,1,5,1,1
"""How I need you How I need you Oh Jesus, walk with me."" My prayerfor today and this year.",3,4,4,5,1,3,2,1,1,4,2,1
"""As a father, you are not first a disciplinarian. You are a discipler. Mom, your main role is not to makemeals, but to make disciples.""",4,4,3,4,2,4,1,1,1,5,1,1
Yhu One Bitch Made Nigga Pussy Ass Nigga Fuck Around And Get Layed Down ThatsHow We Play It Nigga!,2,3,1,1,5,1,4,5,4,2,5,3
My best friend mad at me bc I told her the truth about this bum ass nigga bitch its my place to tell you to throw hisass to the waste side!,2,4,1,1,5,1,3,5,2,2,5,2
Up at work tired need to go home but if i didnt love my job i swear iwould of called in lol,3,4,3,3,1,2,3,2,2,2,3,2
See you the type of bitch ah nigga dont wife yhu come with two manyproblems and it aint right!,2,3,1,1,4,1,3,5,3,2,5,2
I think I'm the only one coming back on Monday like a re-re.I should change that. Lol.,3,3,3,3,1,2,2,2,2,3,3,2
I would enjoy seeing come back to WWE an piss in the face of ppl who dnt like tobe cool...spitting is gross Ha,2,3,1,1,4,1,4,5,4,2,5,3
bahhaaa! Il admit it I am.But I guarantee u his ass twice as bad ofF As I am.IKNW YUR NOT TLKN U BIGCRY BABY THTS PAS WHIPD,2,3,1,1,4,1,4,4,3,2,5,3
You Like Me YOU LIKE ME You Hate Me YOU HATE ME <> But Just Know im Going ToAlways Be Me Regardless. >>>>>,3,4,2,2,3,2,3,3,2,2,4,2
family is going to be with you Forever. Im going to hold my own self down i think i know whati did wrong hear .,2,4,3,3,2,2,3,2,2,2,3,2
"Who cares how you haters feel!!! Still got my money!!!!! Oooooo all I see is$ signs, money on mind!!",2,4,2,1,4,1,3,5,3,2,5,2
This weekend I gotta get my hair n eyebrows done! I been too booed up n lazy lbs!!!Time to get it together!,3,4,3,3,2,2,2,2,2,3,3,3
"So when a man want u with him all day everyday says a lot...Time iswhat I love!"" It is",3,4,2,2,2.5,2,3,2,2,3,3,2
"You the 1 I dream about all day, you the 1that I think about always!!!",2,4,2,4,1,2,3,1,2,2,4,2
"Niggas are hilarious.. They scream ""i like bad bitches"" and kids mothers look like a pennywit a whole in it..""ha!!!",2,2.5,2,1,4,1,3,4,3,2,5,3
"sike I just heard a nigga say that I dont lie to any1""he's 1 of a kind",2,3,2,1,4,1,3,4,3,2,5,3
I Would Let AnyOne I Messed With Go For Her! She Assumed Me Of A lot OfShit That I Wasn't Doing,2,3,2,1,4,1,4,4,3,2,5,3
"So, are we just ignoring the sorry looking fish dish? This has given twitter(and me) so much joy.",3,2,3,2,2,2,1,2,1,3,3,2
"We do not believe that in this country, freedom is reserved for the lucky, orhappiness for the few."" Amen",4,5,4,4,2,4,1,1,1,5,1,1
It's crazy how I really like my ex boyfriend so much butI can't tell him smh,3,2,3,4,1,2,2,1,1,3,3,2
UGh ITS bEeN a LoNg tImE Coming babE hE jUst caLl seeHow I bEen doin :-),2,3,3,2,1.5,1,4,2,3,2,4,3
A Bunch Of People Jumping On Notre Dame Band Wagon Tonight Cause They Either Tired Of Bama Winning The BCSChampionship Or They Auburn Fans.,3,4,2,2,4,2,3,3,2,3,4,2
Y should i get suspended i didn't thro a puNch nothing just askher to cum out Side,2,3,2,1,3,1,4,3,3,2,5,3
The eye is the window of the soul if the eye is dark great is the darkness dispell the darknesslet the light shine in,4,4,3,3,2,4,2,1,1,4,1,1
I swear man if iy anit one thing its another dis shit is trulygettin' on my fuckin nervs,2,3,1,1,4,1,3,4,2,2,5,3
"Sometimes , i wish i could read your mind to find outhow you feel about me",3,3,3,4,1,3,1,1,1,4,2,2
":) měla jsem na mysli extraligu, tam snad plexi je :) Jinak díra u ledu je super, ale viděla jsem ji vNHL snad jen na jednou.",3,2,4,4,1,3,2,1,1,3,2,2
I wish someone will be kind to take me to themovies to see mama :),3,2,4,5,1,2,1,1,1,3,3,2
Hoes be acting like they not a hoe I be like wtfhoe !!!!!!! Smh . !!,2,3,1,1,4,1,4,5,4,2,5,3
Ig Everybody Thought It Would Be Ok To Go Out andLeave Me Here / :,2,3,2,2,3,1,4,3,3,2,4,3
Me an dazy gone have matching bathing suits but mine gone be pink orblack or pink an gray,3,4,3,3,2,2,3,2,2,2,4,2
Watching the 1st Power Ranger movie w/ my babies.... I love watching movies that I used to watch whenI was little w/ them,3,4,4,5,1,2,1,1,1,3,3,2
haha I don't watch it at work I'm talking bout at home... I'm not a paramedic but Ido work at the hospital,3,3,4,4,1,2,2,1,1,3,3,2
I don't think ima go out this weekend... I'm just gonnastay in & do homework,4,4,4,3,1,3,2,1,1,3,2,2
you sooo right kiddo so make sure you treat your girl right bc good girlsare hard to come by!,3,2,4,4,1,2,2,1,2,3,3,2
Seen Vicki tonight! I love her & Tyrina! & Toya &Jasmine & Krystal crazy asses!!,2,3,2,2,3,1,4,3,3,2,5,3
"you know what... I'm being nice today soo instead of insulting you ima justgone say ""Good Day Sir""",3,2,4,4,2,2,3,2,2,3,3,3
Please keep my mommy in your prayers tonight as she gofor surgery in the am!!,3,4,3,5,1,2,1,1,1,3,3,1
"If I could explain the misery I would right a song, oh wait Iforgot I suck at music.",3,2,3,3,2,2,2,2,2,3,3,2
You wouldnt put your money on the other guy if youknew what I already know.,4,4,3,2,3,3,2,3,1,4,2,2
If you had to choose between your girlfriend and winning the lottery? What kind of car would you buyfirst? A green sun fire.,2,1,3,2,1,1,4,2,3,2,4,3
Im still trying to understand Rihanna and Karruache role with Chris... To me both just play their roles an allare happy in the end,3,2,4,3,1,2,3,1,2,2,3,2
My hair is on the best flow right now excuse me if I swoosh myswoop all uppidy and ish,3,2,4,3,1,2,4,2,3,3,4,3
"Its so awkward when ppl say ""im going natural now "" but i know my hair wont go straight like yours"". Me: yes itcan! Them: it wont Me:oh",3,2,3,3,1,2,2,2,2,3,3,2
lls keep the timeline up in the left corner press menu then scroll andyou will see log out,3,4,3,2,1,2,4,2,2,2,3,3
miss u too!!!!!! Soon very soon i can seeee you!!!! And no babysitting ( you know whati mean )its ya bday,2,3,2,3,1,1,4,2,3,2,5,3
I LOVE HUCK ! But everytime you seem to like someone on the show they end up doingsomething that blow you lol,3,2,2,3,2,2,3,2,2,3,3,2
"like i Love Olivia but hate her role as being a mistress, Cyrus is one of my Favs too but he irks me tooat the same time! Lol",3,2,3,3,2,2,3,2,2,2,3,2
Something have to give !! All i keep smelling while walking from lunch is pure piss and cigarettes.. Sodisgusted with outside right now,3,4,2,2,4,2,2,3,2,3,4,2
All of you would most definately enjoy it players our age and up ! You can create your ownteam or join another team.,3,4,3,4,2,2,2,1,1,3,3,2
Its absolutely Gorgeous!!! Today ! feeling like spring has arrived early ... But of course thisweather it'll ice cold soon,3,2,4,4,1,3,2,1,1,3,2,2
Lord Knows Wat I Would Do To Have You Laying Next To Me&& Our Son Right Now.!,2,4,2,3,2,2,3,1,2,2,4,2
"Yeah I agree with that but for the winter I can deal, at lease its not snow andsame here business as usual",3,3,4,3,2,2,2,2,2,3,3,3
Umm its snowing and its really sticking hope I get home beforeit gets dark and slippery,3,3,3,3,1,2,2,1,1,2,3,2
Cat's eye might be the only bar downtown that has live musicevery night. Prove me wrong.,3,2,3,3,2,2,2,2,2,3,3,2
.on jesus im ready for WATEVAH im tried of dhese no training having asz niggah dats living paycheck to pay check .!,2,4,1,1,4,1,3,4,3,2,5,2
hmmm ya think? Can a chick be 2 busy and single not2 let it other them???,2,3,3,2,2,1,4,3,3,2,4,3
at piece with not obtaining a life goal??? I guess man...But everyone go about ish different(I'm a testament 2 dat),3,2,4,2,1,2,3,2,2,2,3,2
"I see what Thibs doing tho, he trying to temper expectations cuz his career is tied toRose...I jus hate the pessimism",3,4,2,2,3,2,2,3,2,3,3,2
"Pre 07, in chicago there was no bruhz made under 30 I was denied membership for 3fucking years but I persevered.",3,5,2,2,4,2,3,3,2,2,4,1
"no diss to the good bruhz Josh either, but he came in a whole year before and didn't get shit to pop..wehad the city on fire.",3,4,2,2,3,2,3,3,2,3,4,2
We wasn't on some fuck youtube shit! We traveled talked shit andgot to know the bruhz!,2,4,2,1,4,1,3,4,3,2,5,3
"Yeah, she is ridiculous like her mother and should mind her own business!They will work it out!",2,3,2,1,4,1,2,4,3,2,4,2
"Wait a min... this Cassie ""Indo"" track is pretty dope... Solangehelped her make a hit",3,2,3,3,2,3,2,2,2,3,3,2
Why do haters eat beans for dinner? So they can takea bubble bath lmao. Hater,2,1,3,2,3,1,4,3,4,2,5,3
I be so happy when i wake up from a bad dream....custhey be feelin too real,3,2,3,3,1,2,3,1,2,2,3,2
Damn. I haven't been on Twitter in a long time letme see what's going on,3,2,3,3,1,2,2,1,2,3,3,3
Why my dude just tweet: Are you Jewish? Cause you givin' me a look like Jewish this dickwas in your mouth. Lmmfao,2,3,1,1,4,1,3,5,4,2,5,3
"Lmao Im goin to bed, shit really just blew me to the max cnt help but laugh cuz of course it'll endup being flipped on me",3,2,2,2,3,1,4,3,3,2,4,3
Special sunday shoutout to the old church lady wit the seethrou suit on P.S like the way yo stockings double up as abra too Stupid sexy lol,2,3,2,1,3,1,4,4,3,2,5,3
I'm gonna post this & turn twitter off. It's so frustrating that everyone says this yet knows nothing.I hope he gets better.,3,4,2,3,3,2,2,2,2,3,3,2
Sometimes i think you were you raised on a farm Cause you sholl know howto raise a cock. lmmfao,2,3,2,1,3,1,3,4,3,2,5,2
"I think ima have 2 make dat one phone call, ndlet my bae know wassup.",2,3,4,3,1,1,3,2,2,2,4,3
When i get lonely I enjoy romantic scrolls up and down yourtimeline cuz you so sexy!,2,3,3,2,1,1,3,2,3,2,4,3
"At ur best you are love, ur a positive motivating force within my life. And if you feel the need towonder why, let me know....",3,4,4,5,1,3,2,1,1,3,2,2
wish I could Come visit......Cali......I'ma get out there when I get my incometax tovacate.. Maybe we'll link up..,3,3,4,3,1,2,3,1,2,2,4,3
Excuse me miss but you need to stop being so damn sexy..... damn I forgot whatI was gone post lol,2,1,2,2,3,1,4,3,3,2,4,3
"Can't wait to meet up with my boys, and at this PG-Hueytown Basketball game! Gunna bea good friday coming soon!",3,4,3,3,2,2,2,1,1,3,4,2
"cfblive yall keep hollering fsu they beat clemson who only legitimate win was against georgia,who's notwhat we thought they were.",2,3,2,1,4,1,3,3,3,2,4,2
I had my gum blessed by an Angel this morning. Imma chew thesleeves off this gum lol,3,4,2,3,1,2,4,1,3,2,4,2
"Amazed, I just downloaded and watched what I missed last night on besides thisis my new favorite show.",3,2,3,3,1,2,3,1,2,2,3,2
Its a beautiful night to have a beautiful dream. If I dream about that sexy gurl doesn*t thatmake you my dream gurl?!,2,3,3,2,1,1,3,2,3,2,4,3
I look at it like this. Even the Haters got Love for me. You know why?? Because they Love ToHate me. HATE ON PLAYA.,3,4,2,2,4,2,3,3,2,3,4,2
lol I will we need to have a nail day well I dnt need mynails done just my feet,2,2,3,3,1,1,3,1,2,2,4,3
See idk if it's Cuz we don't go to the same schools or our lives changing it's likeour communication all fucked up,2,3,2,2,3,1,4,3,3,2,4,3
if u got sumthin to say bout my child tell me nd not da net BC BYTCHU NEED UR ASS BEAT,2,4,1,1,5,1,3,5,3,2,5,2
25 people on this flight. My snoring will truly stand out.Nappy nap time. Peace out.,3,2,4,2,1,2,3,3,3,3,4,4
Aye ? Why niggas act like they toooo good to be promoters ? Never understoodthat... They make crazy money,3,4,2,2,3,2,2,3,2,3,4,2
"I swear to God I was just thinking is that why Dae Dae calls me thatlmao"" so you're just understanding",3,2,3,2,1,2,4,2,3,2,4,3
wats up rappers? Y'all still shooting hoops with me today? My mom made ox tail andcook up rice.. No pressure...,3,3,4,4,1,2,2,1,1,3,3,2
"I got all these damn drugs inside me babyyy, They get me feelin likeI'm goin in a matrix",2,3,2,1,3,1,4,3,3,2,5,3
"He's never with no other chick, fronting like he's slick.Cause it's levels to this shit andshe could never be ME.",3,4,2,2,4,2,2,3,2,3,4,2
I want ppl to understand I kirk because I hate weak and raggedy bitches not more so raggedy buthow they carry them sleeves,2,4,2,1,4,1,3,4,3,2,5,2
U kiss me on the lips at night and tell me how much you love me you hold me close andnever let me b lonely!,3,2,4,4,1,2,3,1,2,3,3,2
I Remember My Past How I Used To Let Shit Disappoint Me Fast But Now I'm Like Fuck It Shidd IGot Ca$h Ta Count Nbs.!,3,4,3,2,3,2,3,3,2,2,4,2
World Studies Teacher Wild Asl For Given Us This Paper To Type In Its Due Toma >_< I'm Write ButJust Type It In School.!,2,3,2,2,1,1,4,3,3,2,4,3
"Sitting here reflecting on how good God is! August has left us but guesswhat, I have no complaints!",4,3,5,4,1,3,1,1,1,4,2,1
My Moma Food Be So Good Its A Guaranteed Fact That It Will Make U Feel Some TypeOf Way And Fall Asleep.!,3,4,4,3,2,2,3,2,2,3,4,3
"Once I began to believe what the Word of God say about me,my life began to change.""",4,5,4,4,1,3,1,1,1,4,2,1
I Be Ready To Punch MFs In They Throat OMS Thats Why I Always BeQuite I'm Bipolar Asl Nbs.!,2,3,1,1,5,1,4,4,3,2,5,2
since I didn't go to school today I guess I'll lay back down till I can findme something to get into,3,2,4,3,1,2,3,2,2,3,3,4
Just have to deal with everything an pray to get through it... You cannever go wrong with praying,3,4,4,4,1,3,2,1,1,3,2,2
oh ok I will try that out.... Well how do I ask for it if it'snot on the menu? Lol,3,3,4,4,1,2,2,1,1,3,3,2
I'm quiet but I just ride wit it. Moment I stop havin fun witit I'm done wit it,3,2,4,3,2,2,2,2,2,3,3,3
It's all in fun though. Everybody know light skin chicks withthin 'staches got fat asses,2,1,3,1,2,1,3,4,3,2,4,2
I ain't da prettiest nigga but damn bitch I juss said hello fuku mean its my job..,2,3,2,1,4,1,3,4,3,2,5,3
Lmfao...magnanimous. Nigga almost made me find a dictionary. I said fuck itand just used context clues,3,2,2,1,3,2,2,4,2,3,4,3
That when u walk pass Victoria secrets & a lady is picking up underwearthen you both make contact,2,1,3,2,1,1,4,3,3,2,4,3
"Whatup, I'm cool. Just been staying out the way. How youand that lil lady doing?",3,2,4,3,1,2,3,2,2,2,4,3
"Hairy pussy is not to be eaten, u can fuck it tho, don'tturn it down completely """,2,3,3,1,4,1,3,4,3,2,5,2
But for me and Noelle to be eating Krispy Kreme donuts this time anight lol we so fat,3,2,4,3,1,2,3,1,2,2,4,3
A nigga ain't never around when he on top! But will do everything in his power to bringyou down when he down,3,4,2,2,4,2,2,3,2,3,4,2
and how long ago was that? Lmfaoo. I been since I could remember now. . I could shed a tear I'mso happy for u lol,2,3,2,2,1,1,4,3,3,2,5,3
Just woke up from a nap I really don't know howI fell asleep that fast,3,2,4,3,1,2,3,1,2,3,3,4
saw u handling them bills today in u no where early.....lol....same shit homie.....1.....chicks always lookn for a pay day,2,2,3,1,3,1,4,4,3,2,5,3
coach trestman is just what the dr ordered 4 my BEARS! We owe minny 4 that crappy loss 2 themlast yr. Let's Go Bears!,3,4,2,2,3,2,2,2,2,3,3,2
"I think you'd be lucky to get 5k, but even then what car would you get that's better thanthe one you have now?",3,2,3,2,2,2,1,3,2,3,3,2
Attention: All Mets fans send out tweets as much as possible 4 Cuban 1b Jose Abreu thisoffseason 2 become a Met,3,4,2,3,3,2,3,2,2,2,3,2
"and I know u see me & his daddy textin u u r wrong for tht shit I hope u r think in twice and I hope uknow wht u r doin,,,",2,4,2,1,4,1,3,4,3,2,5,3
Why Tf Would U Call Him Mf I Just Said He Didnt Put ItIn Dere Dam Just stfu,2,3,1,1,4,1,4,5,3,2,5,3
andruz & kinsler r signed long term. I'll give u C Travis d'Arnaud & OF CesarPuello 4 SS Jurickson Profar.,3,4,3,2,3,2,3,2,2,2,3,2
"Today calls for relaxation, pampering, eating.. a lot.. And sleeping morethan 3 hours a night",3,2,4,3,1,2,2,1,2,3,3,4
Aye My Girl My Girl she loves me. She hit me all the time my phone beringing of the hook like.,2,3,2,2,3,1,4,3,3,2,4,3
Watchu knoe bout stuffin bandz in a cerial box Tellin young'ns lemme know if theysee cops on the block,2,4,3,2,4,1,3,3,2,2,5,2
"HONESTLY,I REALLY DON'T GAF ABOUT WHAT YOU THINK OF THE MUSIC I LIKE....YEAH I GUESS IM LAME CAUSE IONREALLY LIKE 2 CHAINZ?? DAFUQ...",2,4,1,1,4,1,3,4,2,2,5,2
"Tuh the people that talk to me tha most, QUOTE THIS WITH THEFUNNIEST THING I'VE EVA SAID.",2,3,2,1,3,1,4,4,3,2,5,3
"""BITCH I HOPE THE FUCK U DO YOU'LL BE A DEAD SON OF AH BITCHILL TELL YEW DET!!"" LMFAOOOOOOOOOOOOOO",2,4,1,1,5,1,4,5,3,2,5,2
"Marriage isn't for you. You don’t marry to make yourself happy, you marryto make someone else happy.",4,3,4,3,2,4,1,2,1,4,2,2
I believe in the millions of possibilities in this world but pleasingeverybody isn't one of them,4,4,3,3,2,4,1,2,1,4,1,1
"Marriage isn’t for yourself, you’re marrying for a family. Not just for the in-laws and all of that nonsense,but for your future children.",3,4,3,3,2,3,2,2,2,4,2,2
"Ill do all day if I could, put a lumber jack onand give you the wood.",2,3,2,1,4,1,3,3,3,2,5,2
"People got 20/20 vision when it comes to YOUR problems, but be RayCharles to their own bullshit!""",3,4,2,2,4,3,2,3,1,4,3,2
If another person say I look like Ceaser from Black Ink immasmack the shit outta them,2,4,1,1,5,1,3,4,3,2,5,2
I swear yo if we get this ok on the bowl game shit gonna get real dark n scary fast forwhoever we play I promise!,2,4,1,1,5,1,3,3,3,2,5,2
"you see this .. ""hey mar my baby , I miss you"" I miss you too.",3,2,4,4,1,2,3,1,2,3,3,2
Well I worked all summer couldn't save a cent. Gave allmy money to the government.,3,4,2,2,3,2,2,3,2,3,3,1
I don't got nun I just got something in the wayof me going up there,2,3,3,2,2,1,3,2,2,2,4,3
Didn't make it to Waffle House nor Ihop last night so I'm aboutto make my own breakfast,3,4,4,3,1,2,2,1,1,3,3,2
"Somebody stole my jacket I'm scared to tell my mom "" ayoooohow you loose it ?",2,2,2,2,3,1,4,3,3,2,4,3
"I Woke Up In Some New Punani , He Woke UpBleeding Like Who Shot Me!",2,3,1,1,4,1,4,4,3,2,5,3
I Forgot all About Ask.fm But Go Ask Me Stuff I just put The link BackIn my bio Soo Goo.,2,3,3,2,1,1,4,2,3,2,4,3
I'm thankful for all the celebs and non celebs I have interacted with over social media the past several yearsu guys inspire me constantly,3,4,4,5,1,3,2,1,1,3,2,2
"Success is not measured by what you accomplish, but by the opposition youhave encountered, and the courage!",4,5,3,3,2,4,1,1,1,4,1,1
"I don't trust easily, so when I tell you I trust yu, pleasedon't make me regret it...",4,4,3,3,2,4,1,2,1,4,2,1
U have proved time and time again that you don't give a shit and you are too good to be over here so just saythe fuck where you st,2,4,1,1,5,1,3,5,3,2,5,2
Today I feel like oscar the grouch...looking for the nearest trashcanto hide in till 5pm.,3,2,2,2,1,2,1,2,1,3,3,4
I think I saw the meteor too but I thought itwas a stunt from !,3,2,3,3,1,2,3,1,2,2,3,2
People really never seem to amaze me. I get so sick of people only hitting youup when they need you,3,3,2,2,3,2,2,3,2,3,3,2
I swear college is useless I'm done wat that shit unless its freeand I'm talkin golf classes,2,3,2,1,3,1,3,4,3,2,5,4
ok I get off at 230 so ima come wash ifyou don't have any plans,3,3,4,3,1,2,2,2,2,2,3,3
ERETHING on sale.. They bouta bumrush the doors I jus hope nobodytries to steal anything smfh,2,3,2,2,3,1,3,3,3,2,4,3
Dum bitch jus said damn tyga been text Gucci earlier... You dum bitch tyga on the westcoast... Smfh I'm done yo,2,3,1,1,4,1,3,5,4,2,5,3
"hell yeah or he ain't gonna make out."" He goin killhimself if they corner him",2,4,1,1,5,1,3,4,3,2,5,2
Niggas a snitch on a niggaaa at work then somebody come snitch rite on them and den theybe sick ass shit lls,2,3,2,1,4,1,4,4,3,2,5,3
"Dam U Aite?? Thought U Hung Urself Afta Yesterday""boy ya lost tobitch ya some shit foreal",2,3,1,1,4,1,3,5,4,2,5,3
If u tryin sell a iPhone call ur community CARRYOUT theywill geek off that shit,2,3,2,1,3,1,3,4,3,2,5,3
All I see on ig is pictures with quotes talkin bout niggas this niggas dat I'mbout done with that shit,3,4,2,2,4,2,3,3,2,3,4,2
Student loan ppl in my bushes so bad they got my first pair of shoesin they rear view mirrors!!!,2,3,1,1,4,1,4,3,3,2,5,2
Can't drink cause I got a scrimmage tonite be cussing the kids out and and get the arguing witthe dumbest coaching staff ever!!,2,4,1,1,4,1,3,4,2,2,5,2
I'm not rude if I call my boyfriend & wake him up cause hewill do it to me!,2,4,2,1,4,1,3,5,3,2,5,2
Don't play with me! & I played you at your own game& you hate that Idgaf,3,4,2,1,5,2,3,4,2,3,4,2
I'm already knowing when I talk to him he got somewords for my little ass,2,3,2,1,4,1,3,4,3,2,5,3
I need to go wash I don't have a clue of what I'm putting on omfg I have too many damn clothes & always sayingI don't have any lies,3,2,2,2,3,1,4,3,3,2,4,3
Cause I didn't know he called & I don't have a miss call that tripping spazzing shit I'm notfor it tonight at all,2,3,2,1,4,1,4,4,3,2,5,3
I'm so use to being lonely it ain't funny but a learning lesson I need to be with ppl datwant to be with me,3,4,3,3,2,2,3,2,2,3,3,2
"Good morning; we wish u all w wonderful Monday may God blessings, mercy, and grace be with u all.Holy Spirit go out b4us in Jesus name Amen",3,4,4,5,1,2,2,1,1,3,3,1
"Why we gotta steal my saying tho. ""Slow dancing is how you catch feelings"" I said thatsame exact thing last night",3,2,2,2,3,2,2,3,2,3,3,2
I didn't try to hold your hand g. I HELD that shit. Just likehow I grabbed that ass,2,4,2,1,4,1,3,5,3,2,5,2
Visit schools... you need to understand what is happening on the ground inorder to lead sustainable change.,4,5,3,4,2,4,1,1,1,5,1,1
Wow! Lilacs and champagne at metro.. One of the best shows i've seen. Jazz metal? And westill have Grails to go!,4,3,3,4,1,4,2,1,1,4,2,2
"someone should make a website where they stream a go-pro camera that is attached to their cat, 24/7.They would win the internet.",4,3,3,4,1,3,1,1,1,4,2,2
"Do you care? Do you love it? Your answers should be No and Yes, respectively,if you are Icona Pop.",3,4,2,2,3,2,3,3,2,3,4,2
Can't wait to open up my own store!! My boo be home soon andwe gonna get it together!!,3,4,3,3,1,2,2,1,1,3,3,1
Man it's hot as shit out here!! I see why I normally be sitting in my car and I'm 1house away fr bus stop!!,3,2,2,2,3,1,3,3,2,2,4,3
I was warned long ago by your friends!!! Smh.... Yeah change soon!!! U trip cause you in your feelingssmh really who does that???!!!,2,3,1,1,4,1,3,4,3,2,5,2
"Who wanna buy d tape of rocko running and guwop kickin him in ass. Wit my house shoes on lol.I want 250k"" I'm dead!!!",2,4,3,2,3,1,4,3,3,2,5,3
"Then I got with Jazz, Bear and Lary and won chips in unlimited I was the manas a pup"" FB huh",2,3,2,2,3,1,4,3,3,2,4,3
Solid that tilapia looked all that I b hungry looking atya shit u gotta chill,2,3,2,1,4,1,4,4,3,2,5,3
Yall do know mogs doing cuffing season for they 10th year str8 is doing thisALL THEE fuck wrong right?,2,3,1,1,4,1,3,4,3,2,5,3
Maybe I'm looking at Cuffing season all wrong tho...Maybe its supposeto be a revolving door...,3,2,3,3,1,2,2,1,1,3,3,2
"depends on how u meet me...I simply don't care about a lot of stuff most do...so itcan come off as ""chill""",3,2,4,3,2,3,2,2,1,3,3,3
Its crazy how common practice it is for ppl to exxagerate they heights...like 90percent of ppl do it.,3,2,2,2,3,2,2,3,2,3,3,2
Every nigga den taught sumthing to a chick dat she took over to her new guy...udeserve nothing from that tutoring...,2,3,2,1,4,1,3,4,3,2,5,3
"I don't think Ye is ghey, I think he just aimmature lil nigga with talent...",2,3,2,1,4,1,3,4,3,2,5,3
"and be honest, do YOU like a guy that would bethat passive and allow that?",3,4,2,2,4,3,2,3,2,3,3,2
"sorry sheem, im over 6 feet and I never had to jump thruhoops...I only dunk alley oops.",2,3,3,2,3,1,3,3,3,2,4,3
I hate u phathom degree having niggaz too! Why even speak on it? Shit I don't even knowwhere my degree is located!,2,3,1,1,4,1,3,5,3,2,5,4
Sooo a Church chick just asked me on train if I attend church...I justmoved seats away from her...,3,2,4,2,1,2,2,3,2,3,3,2
Iono how it happened...but Herion is now back on the scene in theChicago in a big way,2,3,3,2,2,1,4,2,3,2,4,3
U mogs with no experience expecting 6 figgaz outta school blowme...who sell yall these dreams???,2,3,1,1,4,1,3,5,2,2,5,2
riding ya GF on handle bars on ya way to a date look more dum (couldn'tsnag the pix in time),2,3,2,2,3,1,3,3,4,2,4,3
Package Bossman...I think dat was the 90s he was in the Louand estl skating rinks lol,2,3,4,3,2,1,4,2,3,2,5,3
