Row,Original Index,Text,Intelligence,Determination,Calmness,Politeness,Aggression,Sophistication,Incoherence,Rudeness,Stupidity,Articulation,Unsophistication,Laziness
1019,1015,"lol I will we need to have a nail day well I dnt need mynails done just my feet
",3,2,3,4,1,2,2,1,2,3,2,2
1020,1021,"wats up rappers? Y'all still shooting hoops with me today? My mom made ox tail andcook up rice.. No pressure...
",3,2,3,2,2,2,3,2,2,2,3,2
1021,1020,"I swear to God I was just thinking is that why Dae Dae calls me thatlmao"" so you're just understanding
",3,2,2,2,1,2,3,1,2,3,3,2
1022,1022,"I got all these damn drugs inside me babyyy, They get me feelin likeI'm goin in a matrix
",3,3,2,2,3,2,4,2,2,3,3,2
1023,1023,"He's never with no other chick, fronting like he's slick.Cause it's levels to this shit andshe could never be ME.
",3,4,2,1,4,3,2,3,2,4,2,2
1024,1025,"U kiss me on the lips at night and tell me how much you love me you hold me close andnever let me b lonely!
",3,4,4,4,2,4,2,1,2,4,2,2
1025,1027,"World Studies Teacher Wild Asl For Given Us This Paper To Type In Its Due Toma >_< I'm Write ButJust Type It In School.!
",3,2,2,1,1,2,2,1,2,3,3,4
1026,1026,"I Remember My Past How I Used To Let Shit Disappoint Me Fast But Now I'm Like Fuck It Shidd IGot Ca$h Ta Count Nbs.!
",4,3,5,2,4,3,2,3,1,4,2,2
1027,1024,"I want ppl to understand I kirk because I hate weak and raggedy bitches not more so raggedy buthow they carry them sleeves
",2,4,1,1,5,2,3,5,1,3,4,1
1028,1028,"Sitting here reflecting on how good God is! August has left us but guesswhat, I have no complaints!
",4,3,5,5,1,4,1,1,1,4,1,1
1029,1029,"My Moma Food Be So Good Its A Guaranteed Fact That It Will Make U Feel Some TypeOf Way And Fall Asleep.!
",3,3,4,5,2,3,2,1,2,3,2,2
1030,1030,"Once I began to believe what the Word of God say about me,my life began to change.""
",4,5,3,4,2,4,1,1,1,4,2,2
1031,1031,"I Be Ready To Punch MFs In They Throat OMS Thats Why I Always BeQuite I'm Bipolar Asl Nbs.!
",3,4,1,1,5,2,3,5,2,3,4,2
1032,1033,"Just have to deal with everything an pray to get through it... You cannever go wrong with praying
",2,4,4,4,2,2,2,1,2,3,2,2
1033,1034,"oh ok I will try that out.... Well how do I ask for it if it'snot on the menu? Lol
",4,3,4,5,1,3,2,1,2,4,2,2
1034,1032,"since I didn't go to school today I guess I'll lay back down till I can findme something to get into
",2,2,4,2,1,2,3,1,2,3,3,5
1035,1035,"I'm quiet but I just ride wit it. Moment I stop havin fun witit I'm done wit it
",4,3,5,3,2,4,2,2,2,4,2,2
1036,1036,"It's all in fun though. Everybody know light skin chicks withthin 'staches got fat asses
",2,2,3,1,3,1,3,2,2,2,4,2
1037,1039,"That when u walk pass Victoria secrets & a lady is picking up underwearthen you both make contact
",3,2,2,4,1,3,2,1,2,3,2,2
1038,1041,"Hairy pussy is not to be eaten, u can fuck it tho, don'tturn it down completely ""
",2,3,2,1,4,2,4,4,2,3,4,2
1039,1038,"Lmfao...magnanimous. Nigga almost made me find a dictionary. I said fuck itand just used context clues
",3,2,2,1,3,2,3,4,2,2,3,3
1040,1037,"I ain't da prettiest nigga but damn bitch I juss said hello fuku mean its my job..
",3,4,2,1,4,2,3,5,2,3,3,2
1041,1040,"Whatup, I'm cool. Just been staying out the way. How youand that lil lady doing?
",4,3,4,5,1,4,1,1,1,5,1,2
1042,1042,"But for me and Noelle to be eating Krispy Kreme donuts this time anight lol we so fat
",3,2,2,3,1,2,3,1,2,3,3,2
1043,1044,"and how long ago was that? Lmfaoo. I been since I could remember now. . I could shed a tear I'mso happy for u lol
",3,2,2,3,1,2,4,1,2,2,3,2
1044,1043,"A nigga ain't never around when he on top! But will do everything in his power to bringyou down when he down
",3,4,2,2,4,3,2,3,2,3,2,2
1045,1046,"saw u handling them bills today in u no where early.....lol....same shit homie.....1.....chicks always lookn for a pay day
",2,3,2,1,3,2,3,3,2,2,3,2
1046,1045,"Just woke up from a nap I really don't know howI fell asleep that fast
",3,2,4,3,1,2,3,1,2,3,2,2
1047,1047,"coach trestman is just what the dr ordered 4 my BEARS! We owe minny 4 that crappy loss 2 themlast yr. Let's Go Bears!
",3,4,2,2,4,2,2,2,2,3,3,1
1048,1048,"I think you'd be lucky to get 5k, but even then what car would you get that's better thanthe one you have now?
",4,3,2,3,2,4,2,2,1,4,2,1
1049,1049,"Attention: All Mets fans send out tweets as much as possible 4 Cuban 1b Jose Abreu thisoffseason 2 become a Met
",3,4,2,3,3,2,3,2,2,3,3,2
1050,1050,"and I know u see me & his daddy textin u u r wrong for tht shit I hope u r think in twice and I hope uknow wht u r doin,,,
",3,4,2,2,3,2,2,2,2,3,3,1
1051,1051,"Why Tf Would U Call Him Mf I Just Said He Didnt Put ItIn Dere Dam Just stfu
",2,3,1,1,5,1,3,5,2,2,4,1
1052,1052,"andruz & kinsler r signed long term. I'll give u C Travis d'Arnaud & OF CesarPuello 4 SS Jurickson Profar.
",4,3,2,3,2,4,1,1,1,3,2,2
1053,1053,"Today calls for relaxation, pampering, eating.. a lot.. And sleeping morethan 3 hours a night
",3,2,4,3,2,3,2,1,2,3,2,5
1054,1054,"Aye My Girl My Girl she loves me. She hit me all the time my phone beringing of the hook like.
",2,3,2,1,4,2,3,4,2,2,3,2
1055,1056,"HONESTLY,I REALLY DON'T GAF ABOUT WHAT YOU THINK OF THE MUSIC I LIKE....YEAH I GUESS IM LAME CAUSE IONREALLY LIKE 2 CHAINZ?? DAFUQ...
",4,3,2,1,4,2,3,4,2,3,4,2
1056,1055,"Watchu knoe bout stuffin bandz in a cerial box Tellin young'ns lemme know if theysee cops on the block
",2,3,1,1,3,1,4,2,2,2,3,2
1057,1057,"Tuh the people that talk to me tha most, QUOTE THIS WITH THEFUNNIEST THING I'VE EVA SAID.
",4,3,2,2,2,3,2,2,2,4,2,2
1058,1058,"""BITCH I HOPE THE FUCK U DO YOU'LL BE A DEAD SON OF AH BITCHILL TELL YEW DET!!"" LMFAOOOOOOOOOOOOOO
",2,4,1,1,5,1,3,5,2,2,4,1
1059,1059,"Marriage isn't for you. You don’t marry to make yourself happy, you marryto make someone else happy.
",4,3,4,4,2,4,1,1,1,5,2,1
1060,1060,"I believe in the millions of possibilities in this world but pleasingeverybody isn't one of them
",4,5,3,2,2,4,2,2,1,4,2,2
1061,1062,"Ill do all day if I could, put a lumber jack onand give you the wood.
",3,4,2,3,4,2,3,2,2,3,4,2
1062,1063,"People got 20/20 vision when it comes to YOUR problems, but be RayCharles to their own bullshit!""
",4,3,2,1,3,4,2,3,2,4,2,2
1063,1064,"If another person say I look like Ceaser from Black Ink immasmack the shit outta them
",3,4,2,1,5,2,2,4,2,3,3,2
1064,1061,"Marriage isn’t for yourself, you’re marrying for a family. Not just for the in-laws and all of that nonsense,but for your future children.
",4,3,3,4,2,4,1,1,2,4,2,1
1065,1066,"you see this .. ""hey mar my baby , I miss you"" I miss you too.
",4,3,4,5,1,3,2,1,2,4,2,2
1066,1065,"I swear yo if we get this ok on the bowl game shit gonna get real dark n scary fast forwhoever we play I promise!
",3,4,2,3,4,2,2,2,2,3,3,2
1067,1067,"Well I worked all summer couldn't save a cent. Gave allmy money to the government.
",3,4,2,3,2,3,2,2,2,3,2,2
1068,1068,"I don't got nun I just got something in the wayof me going up there
",3,2,2,4,1,2,3,1,2,3,2,2
1069,1069,"Didn't make it to Waffle House nor Ihop last night so I'm aboutto make my own breakfast
",3,4,2,3,2,2,2,1,2,3,3,2
1070,1073,"I'm thankful for all the celebs and non celebs I have interacted with over social media the past several yearsu guys inspire me constantly
",4,3,3,4,2,3,2,1,2,3,2,2
1071,1074,"Success is not measured by what you accomplish, but by the opposition youhave encountered, and the courage!
",4,5,3,4,2,4,2,1,1,4,2,1
1072,1070,"Somebody stole my jacket I'm scared to tell my mom "" ayoooohow you loose it ?
",3,2,1,3,1,2,2,1,2,3,2,1
1073,1072,"I Forgot all About Ask.fm But Go Ask Me Stuff I just put The link BackIn my bio Soo Goo.
",3,2,3,3,1,2,3,1,2,3,2,2
1074,1071,"I Woke Up In Some New Punani , He Woke UpBleeding Like Who Shot Me!
",2,3,2,1,4,1,3,4,2,2,4,2
1075,1076,"U have proved time and time again that you don't give a shit and you are too good to be over here so just saythe fuck where you st
",3,4,2,1,5,1,3,5,2,2,4,2
1076,1075,"I don't trust easily, so when I tell you I trust yu, pleasedon't make me regret it...
",4,5,2,3,4,3,1,3,2,4,2,2
1077,1077,"Today I feel like oscar the grouch...looking for the nearest trashcanto hide in till 5pm.
",4,2,1,2,3,3,2,2,2,3,2,3
1078,1078,"I think I saw the meteor too but I thought itwas a stunt from !
",3,2,3,4,1,2,3,1,2,3,3,2
1079,1079,"People really never seem to amaze me. I get so sick of people only hitting youup when they need you
",4,3,2,1,3,2,1,4,2,3,3,2
1080,1080,"I swear college is useless I'm done wat that shit unless its freeand I'm talkin golf classes
",2,3,2,1,3,2,2,3,2,3,3,3
1081,1081,"ok I get off at 230 so ima come wash ifyou don't have any plans
",4,3,3,4,2,3,2,1,1,3,2,2
1082,1083,"Dum bitch jus said damn tyga been text Gucci earlier... You dum bitch tyga on the westcoast... Smfh I'm done yo
",2,3,1,1,4,1,2,5,2,2,4,1
1083,1084,"hell yeah or he ain't gonna make out."" He goin killhimself if they corner him
",3,4,2,1,5,2,3,4,2,3,3,1
1084,1085,"Niggas a snitch on a niggaaa at work then somebody come snitch rite on them and den theybe sick ass shit lls
",3,3,2,1,4,2,2,3,2,2,3,2
1085,1087,"If u tryin sell a iPhone call ur community CARRYOUT theywill geek off that shit
",2,3,1,1,3,1,4,4,2,2,4,2
1086,1082,"ERETHING on sale.. They bouta bumrush the doors I jus hope nobodytries to steal anything smfh
",3,4,2,2,3,2,3,3,2,2,3,1
1087,1086,"Dam U Aite?? Thought U Hung Urself Afta Yesterday""boy ya lost tobitch ya some shit foreal
",2,2,1,1,4,1,3,5,1,2,4,1
1088,1089,"Student loan ppl in my bushes so bad they got my first pair of shoesin they rear view mirrors!!!
",3,2,2,3,2,2,4,1,2,3,3,2
1089,1088,"All I see on ig is pictures with quotes talkin bout niggas this niggas dat I'mbout done with that shit
",3,2,2,2,3,2,2,3,2,3,3,2
1090,1091,"I'm not rude if I call my boyfriend & wake him up cause hewill do it to me!
",3,3,2,2,3,2,2,4,2,3,3,2
1091,1090,"Can't drink cause I got a scrimmage tonite be cussing the kids out and and get the arguing witthe dumbest coaching staff ever!!
",2,4,1,1,4,2,3,4,2,2,3,1
1092,1092,"Don't play with me! & I played you at your own game& you hate that Idgaf
",4,5,2,1,5,2,2,5,2,3,4,1
1093,1094,"I need to go wash I don't have a clue of what I'm putting on omfg I have too many damn clothes & always sayingI don't have any lies
",3,2,2,1,2,2,4,3,2,2,3,2
1094,1096,"I'm so use to being lonely it ain't funny but a learning lesson I need to be with ppl datwant to be with me
",4,3,2,3,1,3,2,1,2,4,2,2
1095,1098,"Why we gotta steal my saying tho. ""Slow dancing is how you catch feelings"" I said thatsame exact thing last night
",3,2,2,1,3,2,3,2,2,3,1,2
1096,1093,"I'm already knowing when I talk to him he got somewords for my little ass
",4,3,2,2,1,3,1,2,2,3,2,2
1097,1099,"I didn't try to hold your hand g. I HELD that shit. Just likehow I grabbed that ass
",2,3,2,1,4,1,3,5,2,2,4,1
1098,1095,"Cause I didn't know he called & I don't have a miss call that tripping spazzing shit I'm notfor it tonight at all
",3,2,2,2,1,2,3,1,2,3,2,1
1099,1097,"Good morning; we wish u all w wonderful Monday may God blessings, mercy, and grace be with u all.Holy Spirit go out b4us in Jesus name Amen
",4,3,4,5,1,4,1,1,1,4,1,2
1100,1100,"Visit schools... you need to understand what is happening on the ground inorder to lead sustainable change.
",4,5,3,4,2,4,1,1,1,5,2,1
1101,1102,"someone should make a website where they stream a go-pro camera that is attached to their cat, 24/7.They would win the internet.
",4,3,3,3,1,4,2,1,2,3,2,2
1102,1103,"Do you care? Do you love it? Your answers should be No and Yes, respectively,if you are Icona Pop.
",3,4,2,3,4,3,2,2,2,4,2,1
1103,1104,"Can't wait to open up my own store!! My boo be home soon andwe gonna get it together!!
",4,5,3,4,2,4,1,1,1,4,2,1
1104,1101,"Wow! Lilacs and champagne at metro.. One of the best shows i've seen. Jazz metal? And westill have Grails to go!
",4,3,2,4,2,5,2,1,1,3,1,2
1105,1106,"I was warned long ago by your friends!!! Smh.... Yeah change soon!!! U trip cause you in your feelingssmh really who does that???!!!
",3,2,1,2,3,2,3,2,2,2,3,2
1106,1105,"Man it's hot as shit out here!! I see why I normally be sitting in my car and I'm 1house away fr bus stop!!
",3,2,2,2,1,2,3,2,2,2,3,3
1107,1108,"Then I got with Jazz, Bear and Lary and won chips in unlimited I was the manas a pup"" FB huh
",3,4,2,2,3,2,3,2,2,2,3,2
1108,1107,"Who wanna buy d tape of rocko running and guwop kickin him in ass. Wit my house shoes on lol.I want 250k"" I'm dead!!!
",3,2,2,1,3,2,3,2,2,2,3,2
1109,1111,"Maybe I'm looking at Cuffing season all wrong tho...Maybe its supposeto be a revolving door...
",4,3,2,3,2,4,2,1,2,4,2,2
1110,1112,"depends on how u meet me...I simply don't care about a lot of stuff most do...so itcan come off as ""chill""
",4,2,5,3,1,3,2,2,2,4,2,3
1111,1109,"Solid that tilapia looked all that I b hungry looking atya shit u gotta chill
",3,2,1,3,2,3,2,1,1,3,2,2
1112,1113,"Its crazy how common practice it is for ppl to exxagerate they heights...like 90percent of ppl do it.
",4,3,2,2,2,4,1,2,1,4,1,2
1113,1114,"Every nigga den taught sumthing to a chick dat she took over to her new guy...udeserve nothing from that tutoring...
",2,3,2,1,4,2,2,4,1,3,3,2
1114,1110,"Yall do know mogs doing cuffing season for they 10th year str8 is doing thisALL THEE fuck wrong right?
",3,4,2,1,4,2,3,3,2,3,3,2
1115,1116,"and be honest, do YOU like a guy that would bethat passive and allow that?
",3,2,4,3,2,3,2,2,2,3,2,3
1116,1117,"sorry sheem, im over 6 feet and I never had to jump thruhoops...I only dunk alley oops.
",3,4,2,2,4,2,2,3,2,3,3,2
1117,1115,"I don't think Ye is ghey, I think he just aimmature lil nigga with talent...
",3,3,2,3,2,3,2,1,2,3,2,2
1118,1119,"Sooo a Church chick just asked me on train if I attend church...I justmoved seats away from her...
",3,2,2,2,1,2,1,2,2,3,3,2
1119,1120,"Iono how it happened...but Herion is now back on the scene in theChicago in a big way
",3,2,2,3,2,2,3,2,2,3,2,2
1120,1118,"I hate u phathom degree having niggaz too! Why even speak on it? Shit I don't even knowwhere my degree is located!
",2,2,1,1,4,1,3,5,2,2,4,2
1121,1121,"U mogs with no experience expecting 6 figgaz outta school blowme...who sell yall these dreams???
",4,3,2,1,4,2,3,5,2,3,4,1
1122,1123,"Package Bossman...I think dat was the 90s he was in the Louand estl skating rinks lol
",3,4,2,2,3,2,4,2,2,3,3,2
1123,1122,"riding ya GF on handle bars on ya way to a date look more dum (couldn'tsnag the pix in time)
",2,3,2,1,2,1,4,3,2,2,4,2
1124,1124,"Yall bet not be giving ANY money to a mog with gray hair playingon buckets next to road!
",2,3,2,1,4,2,1,4,2,3,3,2
1125,1126,"Imma speak on this perp that work at Lowes once I'm donedoing this grown up shit...
",4,4,3,4,2,3,2,1,1,4,2,1
1126,1125,"If anyone need a good furance installer for LOW fuck with me uknow I got it (info)
",3,4,2,3,2,2,2,1,2,3,2,2
1127,1130,"haha I'm 23, its not forbidden to say for us. I remember kemba walker said it after the UCONNchampionship win. Surprised I was.
",3,3,4,3,2,3,2,1,2,3,2,2
1128,1129,"Great show tonight! Do you think you can send the furniture backwith Dr. Phil? Those ottomans...
",3,3,2,3,1,3,2,1,1,4,2,1
1129,1127,"Maaan I ain't rocked a pair of wheat tims in hella...Icelebrate them coming back lol
",3,3,4,3,2,3,2,1,2,4,2,2
1130,1128,"I think 2014 will be the year of the Mistress by the waywomen big up Oliva Pope...
",3,4,2,3,3,4,2,2,2,4,2,2
1131,1131,"Im jus attracted to rough ass niggahs mane ,ilove a niggah thats bout it but still knohow to treat his ole'lady
",3,4,2,3,4,2,2,3,2,3,3,2
1132,1133,"man you should hv told me so I can give you your 101class lol""lol I should of
",4,3,2,3,1,3,2,2,1,3,2,1
1133,1132,"They don't really want it with us, say they want it with us, theydon't don't want it nigga
",3,2,3,2,2,2,3,2,2,3,2,2
1134,1134,"Ihate everything about moving"" yesss me 2""the freakn worst"" it will bover b4 u no it
",3,2,2,2,1,2,1,1,1,3,2,1
1135,1136,"If you know that you Betta then the new girl that he on, go head & tell em now u gonnamiss me when I'm gone!!!
",2,4,2,1,4,2,2,3,2,3,3,2
1136,1137,"The thing that caught my eye is the same thing thatmakes me Change my mind!
",4,3,2,3,2,4,2,2,2,4,2,2
1137,1139,"I been in the cut getting this money up! I miss my favoritetwins.. Y'all still out bmore?!
",3,4,2,1,3,2,3,2,2,3,3,2
1138,1140,"I have so much hope in a person ! Reality check : they will NEVER change !!! I'mnot foolin with it !!!
",4,3,2,2,3,2,1,2,2,3,2,2
1139,1135,"109 hard ""yes gawd""how u get up there so fast"" I'maddicted and now I'm stuck
",3,4,2,3,1,2,3,1,2,3,3,1
1140,1138,"Gettin my hair cut soon,,I need that contact,,.im ah need u to meet me in ya dm Igotta ask u somethin"" kk
",3,2,3,3,1,2,2,1,2,3,2,2
1141,1141,"I have a problem, My phone keep shutting down by it's self what do Ineed to do..... HELP! PLEASE
",4,3,2,4,1,3,2,1,2,3,2,2
1142,1142,"wrd 2 the wise if u runnin a train on a jank dont evr B the nigga gettin head 1st cuz the head gone B wack cuxshe gone B gettin dicked
",2,2,1,1,3,1,3,5,2,2,4,1
1143,1143,"So u gone tell me by me bring a gentlemen and the man my motha raised me 2I payed for the pussy?
",2,3,2,1,4,1,2,3,2,3,3,2
1144,1144,"Just finished watching sleepy hollow. Its scarey funny, and same time. Its likeyour on a rollercoaster ride.
",4,3,2,4,2,3,1,1,2,4,2,2
1145,1145,"Why does he make me so mad and then make me love him again? Is that the emotional roller coaster everyone singabout? Excuse me but damn!!!!
",3,3,2,3,2,2,2,2,2,3,2,2
1146,1148,"Today was really good. I'm so happy to be alive and well. I'm really grateful for all the many thingshe has done for me.!!!√√
",4,4,4,5,1,4,1,1,1,4,1,2
1147,1147,"Why is it always the GOP who wants to shutdown the gov? Cry babies! Sore losers. ACA is goodfor many and the pocketbook.
",3,4,2,1,3,2,1,3,2,3,3,1
1148,1149,"My daughter washed the dishes for some cash. Once she got paid, she said ""i'mrich and in getting richer""!
",3,4,2,3,2,2,1,2,2,3,2,2
1149,1146,"Happy for the Jets. They are gonna need all the helpthey can get this season.
",4,3,3,4,2,3,2,1,2,4,2,2
1150,1150,"If u can't afford to fill up ur gas tank at least once every 2wks, don't buy a SUV.
",4,5,3,2,3,4,2,2,2,4,2,2
1151,1151,"About to finish cooking on the grill and chill with my wife anddaughter and watch my birds
",4,3,5,5,1,4,1,1,1,4,2,1
1152,1152,"like you see code words and stuff they use to talk to they man or howthey hide who you are
",3,2,2,1,3,3,2,2,2,3,2,2
1153,1153,"Man if I have roommates I would make sure sex sounded like a murder scene forget beingrespectful you gone hear that
",2,3,1,1,4,1,3,5,2,2,4,2
1154,1154,"I wish I was on this show, I'm all about marvel and I'm one of thebiggest nerds in Indianapolis xD
",4,3,2,3,1,4,1,1,1,3,2,2
1155,1155,"The only people I owe my loyalty to are those whonever made me questions theirs!!
",4,5,3,2,4,3,1,3,2,4,2,1
1156,1157,"Take me for who I am if you don't like itsuck my dick...."" Well damn
",3,4,2,1,5,2,4,5,2,3,4,2
1157,1156,"I got three kids and I told them we gonna make it out the Hood and I rather die beforeI take my words back
",4,5,3,3,3,3,1,2,1,4,2,1
1158,1158,"These Vegas stories wild as fcuk!!! ""She say she was dipping chickenfingers in ranch buttaball NAKED!
",3,2,1,1,3,2,4,2,2,2,4,2
1159,1159,"Oh well Sneaker Con was dope.... Now LOOK LOUNGE is where uall need to be 2nite.
",3,2,4,3,1,3,2,1,2,3,2,2
1160,1162,"My lil freestyle: u ah ok rapper,but i aint snitchin U JUSS MADE DAT MAH HAIRLOOK BETTA DEN YA BITCHES.
",3,2,2,1,3,2,3,3,2,3,3,2
1161,1160,"Imma be gettin hella sex dis wk since Govt workers aint got no jobs. Feel like a18yr old on Fall Break!
",2,3,2,1,3,1,4,4,2,2,4,2
1162,1163,"Ooohhh snap!!! I aint goin tmr cause i gotta go tuh daeye doctor (dances like Carlton)
",4,2,3,3,1,2,2,1,2,3,2,2
1163,1161,"I AINT REALLY REALLY TRIPPIN.IM JUSS GON WATCH N SEE HOW DIS SPANDS OUT (SITS BACK,KICKS FEETUP,N PUTS HANDS BEHIND HEAD)
",4,2,5,3,1,4,1,1,2,4,2,4
1164,1165,"AND SOME OF THA MOST UGLIEST BITCHES/NIGGAZ I EVA SAW IN MAH LIFE WAS LIGHT SKINNED.SO STFU WIT ALL DAT ""DARKSKINNED PPL IS UGLY"" SHIT.
",2,3,1,1,4,1,1,5,3,2,4,2
1165,1164,"""meek mill rap like he came home n saw all his shiton da porch"" JSJSKSKSKSKSJJDDHH LMFAOOOOOOOOOOOO
",3,4,2,3,2,2,1,2,2,3,2,2
1166,1166,"Wanna get blocked? Reply to my tweet wit a mixtape, song,or a video. I WILL FVCKIN JUMP THROUGHDIS SCREEN ON YO ASS.
",2,3,1,1,5,1,1,5,2,2,4,2
1167,1167,"kay next time i go tuh a m&g, IM HANDIN DATNIGGA A BOTTLE OF LOTION.
",2,3,1,1,4,1,2,5,1,2,3,1
1168,1169,"lmaooo i been tryin fah like 3 months for him tuh see it but he neva noticedit.so i juss stopped trying
",4,3,3,3,1,3,2,1,2,3,2,2
1169,1168,"Parents: lemme check yo twitter. Me: ok juss give me a minute-logs out and deletes app-
",2,3,2,3,1,2,3,1,2,2,2,2
1170,1172,"MEEK MILL RAP LIKE SOMEBODY KEEP CUTTING HIM OFF IN THEMIDDLE OF HIS SENTENCE"" CTFUUUUUUUUU
",3,2,2,3,1,2,4,1,2,2,4,2
1171,1173,"""aye ik yall niggaz heard dat pop dat dont stop song byfrenchy Montana WATCHU TWERKIN WIDDDD""
",3,2,2,3,2,2,2,2,2,3,3,2
1172,1171,"MEEK MILL RAP LIKE SOMEBODY ATE HIS LEFTOVER FOOD IN THE FRIDGE BUT THEY ALLSAYING THEY AIN'T DO IT""
",3,2,2,2,3,2,2,3,1,2,4,2
1173,1170,"MEEK MILL RAP LIKE HE JUST RAN FROM THE COPS AND HE EXPLAININGWHAT JUST HAPPENED"" ahhh lmfaoo
",4,3,2,3,2,3,2,1,1,4,2,2
1174,1175,"Hope tomorrow hurry up and gets here. Can't eat or drink after midnightis going to kill me.
",3,4,2,3,2,2,1,1,2,3,2,1
1175,1176,"I'm just wondering why you do have a Kentucky blue bike. They didn'thave a red one. Lol
",4,3,3,3,1,2,2,1,2,3,2,2
1176,1174,"so you can ignore me and go with the same people? lemmespare my own feelings ""
",3,2,2,1,3,2,2,3,2,3,3,2
1177,1177,"Just lost respect for dicky v calling Arian foster a prostitutebad choice of words vitale
",4,3,2,3,2,3,2,3,2,4,2,1
1178,1178,"not sure if he smoking he denied it! But crack don't care who smokes it people havesaw the affects for years
",3,3,2,3,2,2,2,1,2,3,3,2
1179,1179,"yea it's super sad especially when I see cats who use to sell it smoking manwhere did you go wrong
",4,3,2,3,2,4,2,2,1,4,2,1
1180,1181,"i didnt ask 7 i figured she wasnt interested, but i text 9 and she may haveto work. She travels alot.
",4,3,3,2,1,3,2,2,1,3,2,2
1181,1180,"Wondering what in the heck am i doing? What directions i need to take . Ready for Godto reveal somethings to me.
",4,3,3,4,1,3,2,1,2,3,2,2
1182,1182,"Good morning. It's to early to be playin games like I'm a grown ass man to be dealin with lil ass kid shit soon that note swerve bitch
",4,3,2,1,3,3,1,5,1,3,4,1
1183,1183,"Think I'm coming down with the flu. I hope I don'tend up in someone's ER
",3,3,2,4,2,3,2,1,1,3,2,2
1184,1184,"I swear... All I do is fuckin work. I would killto have one Saturday off.!!!!!
",4,5,2,2,4,3,2,3,2,3,3,1
1185,1185,"I mean, you try to fuck ANY niccas girl but if a nicca like to many of your girlsstatus updates you get upset...
",2,3,2,1,4,1,3,4,2,2,4,2
1186,1187,"Idgaf wat a bitch or a nigga thank n fuck allat bstalkin kuz ya breff stank
",2,4,1,1,5,1,4,5,2,2,5,2
1187,1188,"Yesterday I would have saw 2 boxes but 2 days I saw the 2eyes stepping my game up
",3,4,2,2,1,2,5,1,1,3,4,2
1188,1189,"I so need a monster combination in my life! Focus on thosebands that make u dance
",3,4,2,3,4,3,4,2,2,3,4,2
1189,1186,"yea but not against bama and Nick saban. Saban my dude. He the type of coach who sayplay ball fuck everything else.
",4,3,5,3,2,3,1,1,1,4,2,2
1190,1191,"I never liked Gucci. now everybody sees the royal flop ness monster! He been weak. It shouldn't have taken his breakdownfor it 2 b known
",4,3,2,2,2,3,2,2,2,3,2,2
1191,1192,"Missed out on my whole lil ""break"" cause this broad grown ass in here sharpeningpencils like it's her job
",3,4,2,2,3,2,2,3,2,3,3,2
1192,1190,"I love u but if this shit wins the oscar u will thank me ... Cause u know the the weirder the movie themore likely it will win
",3,4,2,2,3,3,4,2,2,3,2,2
1193,1193,"I miss hanging out with my boyfriend when its all fun no arguments or nothing the timesI cherish the most sometimes!!!
",4,3,3,5,2,4,1,1,1,4,2,2
1194,1194,"Then off to my friend house I got some beer I'm about todrink till I pass out..
",2,3,2,1,3,2,4,2,2,2,3,2
1195,1195,"When I went to LA it was 8 blocks of homeless people and BeverleyHills was a block down..smh
",3,3,2,2,1,2,2,2,2,3,3,1
1196,1196,"My hair is bogus the gym really took its toll onit..it's sweated the fuck out
",3,4,2,1,3,2,4,3,2,2,4,2
1197,1197,"Im about to do something big for Hip Hop in 2014. Just remember.DAY OF DESTRUCTION!!!! Game Over.
",4,5,2,3,4,3,2,2,2,4,2,1
1198,1200,"I hat when a bitch txt me an ask me when I'm cme see her and I say u tel me and she say idk bitch why df u txt me forhoe fuck my whole day
",2,3,1,1,4,1,2,5,2,2,4,2
1199,1198,"I CELEBRATED 1 YEAR OF SOBRIETY ON SEPT 3. ON OCT 6, I'M GIVING BACK.. STAY TUNED FORDETAILS. I UNDERSTAND THE STRUGGLE!!!
",4,5,4,5,1,4,1,1,1,4,1,1
1200,1202,"It crazy why ppl say that gt sme good but 2week later tht fuckin that friend yea she a hoe Dnt kissher cuz that a hoe
",2,3,1,1,4,1,3,5,2,2,4,2
1201,1199,"A lot of the old school rappers are straight assholes. I would say names but why should I givethem any shine???? Fuckin idiots!!
",4,3,2,1,3,2,1,4,2,3,4,2
1202,1201,"It kill me when hoe tryin play da Niggah job and da Relationship an her job at da same time ..lolno her Niggah a bitch
",2,3,1,1,4,1,2,5,3,2,5,1
1203,1204,"went to sleep at 10 now I'm up but I'm about toforce myself back to sleep
",4,3,2,3,1,3,2,1,1,4,2,2
1204,1203,"Bitches be claiming they holding they nigga down but while he not around fucking anythingin sight we see y'all""
",2,3,1,1,4,1,3,5,2,2,4,2
1205,1206,"This show is all about what you talked about with another bitch at anotherrestaurant or park. The fuck
",3,2,2,2,1,1,3,2,2,2,3,1
1206,1207,"World war z was good. Didn't think it would end the way it did but it's getting me ampedup for The walking dead
",4,3,3,4,2,4,2,1,2,4,2,2
1207,1205,"ok ill go today do I have to use it before I style my hair or can Iput it on it now
",3,2,4,4,1,2,2,1,2,3,2,2
1208,1208,"I really need a vacation. I haven't been to the beachat all this summer wtf
",4,3,2,3,1,3,2,1,1,3,2,2
1209,1210,"yes!!! Thats a very touching song, it gives me chills errytime I hear it. I know big bruh smilindown on u:-) RIP Mel
",4,3,4,5,1,4,1,1,1,4,1,1
