Row,Original Index,Person1,Intelligence1,Determination1,Calmness1,Politeness1,Aggression1,Sophistication1,Incoherence1,Rudeness1,Stupidity1,Articulation1,Unsophistication1,Laziness1,Person2,Intelligence2,Determination2,Calmness2,Politeness2,Aggression2,Sophistication2,Incoherence2,Rudeness2,Stupidity2,Articulation2,Unsophistication2,Laziness2
1117,1117,"and be honest, do YOU like a guy that would bethat passive and allow that
",3,3,3,3,2,2,2,2,2,3,3,2,"and be honest, do YOU like a guy that would bethat passive and allow that?
",3,3,3,3,2,2,2,2,2,3,3,2
1118,1118,"sorry Sheem, I'm over 6 feet and I never had to jump throughhoops...I only dunk alley oops
",3,3,2,1,4,2,1,4,2,4,3,1,"sorry sheem, im over 6 feet and I never had to jump thruhoops...I only dunk alley oops.
",3,3,2,1,4,2,1,4,2,4,3,1
1119,1119,"I hate you white acting degree fellow African Americans.  Why even brag about it?  Shitwhere my degree is located
",2,3,1,1,4,2,2,5,3,3,4,3,"I hate u phathom degree having niggaz too! Why even speak on it? Shit I don't even knowwhere my degree is located!
",2,3,1,1,5,1,3,5,4,2,5,3
1120,1120,"So a Church lady just asked me on the train if I attend strip clubs.   I justmoved seats away from her
",3,2,3,3,2,2,2,2,2,3,3,2,"Sooo a Church chick just asked me on train if I attend church...I justmoved seats away from her...
",3,2,3,2,2,2,3,3,2,3,4,2
1121,1121,"I don't know how it happened. But heroin is now back on the scene inChicago in a big way.
",3,2,3,3,2,3,1,1,2,4,2,2,"Iono how it happened...but Herion is now back on the scene in theChicago in a big way
",2,2,3,2,2,1,4,2,3,2,4,4
1122,1122,"You guys with no experience, expecting six figures out of school? Blowme... Who sold you all these dreams??
",3,3,2,1,4,3,1,4,2,4,2,2,"U mogs with no experience expecting 6 figgaz outta school blowme...who sell yall these dreams???
",2,3,1,1,5,1,4,5,3,2,5,2
1123,1123,"Riding your girlfriend on handle bars on your way to a date looks more dum. I could notsnag the pictures in time.
",3,2,3,3,2,3,2,2,2,3,2,2,"riding ya GF on handle bars on ya way to a date look more dum (couldn'tsnag the pix in time)
",2,2,3,2,2,1,4,3,3,2,4,3
1124,1124,"Package Bossman... I think that was the 90s, he was in the Louand ESTL skating rinks, hahaha
",3,2,3,3,2,3,2,2,2,4,2,2,"Package Bossman...I think dat was the 90s he was in the Louand estl skating rinks lol
",2,2,3,2,2,1,4,2,3,2,4,3
1125,1125,"You all better not be giving ANY money to a mog with gray hair playing on buckets next to the road!
",3,4,2,1,4,3,1,4,2,4,2,1,"Yall bet not be giving ANY money to a mog with gray hair playingon buckets next to road!
",2,4,2,1,4,1,3,4,4,2,5,3
1126,1126,"If anyone is looking for a good furnace installer for a cheap price let me know.I have contact info for someone
",3,2,4,4,1,3,1,1,2,4,2,2,"If anyone need a good furance installer for LOW fuck with me uknow I got it (info)
",2,4,1,1,5,1,3,5,3,2,5,2
1127,1127,"I am going to speak to this person who works at Lowes once I am finishedwith my responsibilities
",3,3,4,4,2,3,1,2,2,4,2,2,"Imma speak on this perp that work at Lowes once I'm donedoing this grown up shit...
",2,4,1,1,4,1,4,5,3,2,4,3
1128,1128,"Man, I haven't worn a pair of Wheat/Brown Timberlands in a long time. Ilove that they're coming back in style
",3,2,3,3,2,3,2,2,2,3,2,2,"Maaan I ain't rocked a pair of wheat tims in hella...Icelebrate them coming back lol
",3,4,2,2,3,2,4,3,2,2,4,3
1129,1129,"I think 2014 will be the year of the Mistress based off of the waywomen celebrate Olivia Pope..
",3,2,3,2,3,3,2,3,2,3,2,2,"I think 2014 will be the year of the Mistress by the waywomen big up Oliva Pope...
",3,2,3,3,2,3,2,2,2,3,2,2
1130,1130,"That was a great show tonight! Do you think that you can send the furniture backwith Dr. Phil? These ottomans..
",3,2,3,3,2,2,1,2,2,3,3,2,"Great show tonight! Do you think you can send the furniture backwith Dr. Phil? Those ottomans...
",3,2,3,3,2,3,1,2,2,4,2,2
1131,1131,"Haha, I'm 23, so its not forbidden to say for us. I remember Kemba Walker said it after the UCONNchampionship win. I was surprised
",3,2,3,3,2,3,2,2,2,3,3,2,"haha I'm 23, its not forbidden to say for us. I remember kemba walker said it after the UCONNchampionship win. Surprised I was.
",2,2,3,2,2,2,4,3,3,2,4,3
1132,1132,"I'm just attracted to rough as men, I love a man that's about it, but still know'show to treat his old lady
",3,4,3,3,3,3,2,2,2,4,3,2,"Im jus attracted to rough ass niggahs mane ,ilove a niggah thats bout it but still knohow to treat his ole'lady
",2,4,2,1,4,1,4,4,3,2,4,3
1133,1133,"They do not really want to get with us. They say they want to get with us, theydo not want to get with us
",3,3,3,3,2,3,2,2,2,3,2,2,"They don't really want it with us, say they want it with us, theydon't don't want it nigga
",2,4,1,1,4,1,3,5,3,2,4,2
1134,1134,"Man, you should have told me you so I could have given you your 101class, *laughing out loud*. *laughing out loud* I should have
",3,2,3,3,2,3,2,2,3,4,2,1,"man you should hv told me so I can give you your 101class lol""lol I should of
",2,2,3,2,2,2,4,3,3,2,4,4
1135,1135,"\""I hate everything about moving.\"" \""Yes, me too.\"" \""The freaking worst.\"" It will beover before you know it
",3,2,3,3,2,3,1,1,2,4,2,2,"Ihate everything about moving"" yesss me 2""the freakn worst"" it will bover b4 u no it
",2,2,2,2,3,1,4,3,3,2,4,4
1136,1136,"109 is hard. \""Yes, God. How do you get up there so fast?\"" I amaddicted and now I am stuck.
",3,3,3,3,2,3,2,2,2,4,2,2,"109 hard ""yes gawd""how u get up there so fast"" I'maddicted and now I'm stuck
",2,3,2,2,3,2,4,3,3,2,4,3
1137,1137,"If you know that you are better than the new girl that he's dating, go ahead and tell him now that he's going tomiss me when I'm gone
",3,4,2,2,3,3,1,3,2,4,2,2,"If you know that you Betta then the new girl that he on, go head & tell em now u gonnamiss me when I'm gone!!!
",2,5,1,1,4,1,4,4,3,2,4,3
1138,1138,"The thing that caught my eye is the same thing thatmakes me change my mind
",3,3,4,4,2,3,2,2,2,3,2,3,"The thing that caught my eye is the same thing thatmakes me Change my mind!
",3,4,2,2,4,2,2,3,2,3,4,3
1139,1139,"Getting my hair cut soon. I need that contact. I am going to need you to meet me in your dorm. Ihave to ask you something. Okay okay
",3,4,3,3,2,3,2,2,2,4,2,1,"Gettin my hair cut soon,,I need that contact,,.im ah need u to meet me in ya dm Igotta ask u somethin"" kk
",2,4,3,2,2,1,4,3,3,2,4,4
1140,1140,"I have been in the bad part of town gathering this money up! I miss my favoritetwins... Are you all still around \""Bmore\""?
",3,4,3,2,3,2,2,3,2,3,4,3,"I been in the cut getting this money up! I miss my favoritetwins.. Y'all still out bmore?!
",3,4,3,2,3,2,2,3,2,3,4,3
1141,1141,"I have so much hope in a person. In reality, they will never change! I'mnot wasting my time with it
",3,3,3,3,2,3,2,2,2,3,2,3,"I have so much hope in a person ! Reality check : they will NEVER change !!! I'mnot foolin with it !!!
",2,4,2,1,4,1,3,4,3,2,4,3
1142,1142,"I need help, my phone keeps powering off on it's own and I need instructionson how to fix it, help me please
",3,4,3,4,1,3,2,1,2,3,3,2,"I have a problem, My phone keep shutting down by it's self what do Ineed to do..... HELP! PLEASE
",3,4,2,3,2,2,1,2,2,3,4,2
1143,1143,"Just to let you know if you are ever having an orgy with a woman and other men are there don't ever be the person getting oral sex performed on you by the woman, because the oral sex is going to be of poor quality due to the fact thatthe woman is going to be getting screwed
",3,2,3,1,2,3,1,5,2,4,2,1,"wrd 2 the wise if u runnin a train on a jank dont evr B the nigga gettin head 1st cuz the head gone B wack cuxshe gone B gettin dicked
",2,2,2,1,3,1,4,5,3,2,5,1
1144,1144,"So you're going to tell me that by being a gentleman and the man my mother raised me to be,I paid for the pussy
",3,3,2,2,4,3,1,4,2,4,2,1,"So u gone tell me by me bring a gentlemen and the man my motha raised me 2I payed for the pussy?
",2,4,3,1,4,1,4,4,3,2,5,4
1145,1145,"I just finished watching Sleepy Hollow. It's scary and funny at the same time. It's likeyou are on a rollercoaster ride.
",4,3,3,4,2,3,1,1,2,4,2,2,"Just finished watching sleepy hollow. Its scarey funny, and same time. Its likeyour on a rollercoaster ride.
",2,3,3,3,2,1,4,2,4,2,4,4
1146,1146,"Why is he able to make me so angry and then make me fall back in love with him again? Is that what people mean when they talk about an emotional roller coaster? I can't believe it
",4,2,2,3,2,4,1,1,2,4,2,1,"Why does he make me so mad and then make me love him again? Is that the emotional roller coaster everyone singabout? Excuse me but damn!!!!
",3,2,1,2,3,2,2,3,3,2,4,1
1147,1147,"I'm happy for the Jets. They are going to need all the helpthey can get this season
",3,2,3,3,2,3,1,2,2,3,3,1,"Happy for the Jets. They are gonna need all the helpthey can get this season.
",3,2,3,2,2,2,1,3,2,3,3,1
1148,1148,"Why do Rebulicans always want to shut down the government? They are complainers and cannot stand to fail. The ACA is great for a lot of people and their finances
",3,3,3,3,2,3,2,2,2,3,2,2,"Why is it always the GOP who wants to shutdown the gov? Cry babies! Sore losers. ACA is goodfor many and the pocketbook.
",3,3,2,2,3,2,3,3,3,2,3,2
1149,1149,"Today was really good. I'm so happy to be alive and well. I'm really grateful for all the many thingshe has done for me!
",4,3,4,4,1,3,1,1,1,4,2,1,"Today was really good. I'm so happy to be alive and well. I'm really grateful for all the many thingshe has done for me.!!!√√
",2,3,2,2,3,1,4,2,3,2,4,1
1150,1150,"My daughter washed the dishes for some cash. Once she got paid, she said, \""I'mrich and I'm getting richer!\""
",2,4,3,3,2,2,1,2,2,4,4,1,"My daughter washed the dishes for some cash. Once she got paid, she said ""i'mrich and in getting richer""!
",1,4,3,3,2,1,4,2,3,1,5,1
1151,1151,"If you can't afford to fill up your gas tank at least once every twoweeks, don't buy an SUV
",4,3,3,3,2,4,1,2,2,4,2,1,"If u can't afford to fill up ur gas tank at least once every 2wks, don't buy a SUV.
",2,4,2,1,4,1,4,4,3,2,4,4
1152,1152,"I am about to finish cooking on the grill, and then I'm going to relax with my wife andmy daughter and watch my girls
",4,3,4,4,2,4,1,1,1,4,2,2,"About to finish cooking on the grill and chill with my wife anddaughter and watch my birds
",3,3,4,3,2,2,2,2,2,3,4,3
1153,1153,"For example, you see code words they use to talk to their man or howthey hide who you are
",4,3,3,3,2,4,2,2,2,4,2,2,"like you see code words and stuff they use to talk to they man or howthey hide who you are
",3,3,3,2,3,2,3,3,3,3,4,3
1154,1154,"Man, if I have roommates, I would make sure sex sounded like a murder scene. Forget beingrespectful, you are going to hear that
",3,4,2,1,4,2,1,5,3,4,4,2,"Man if I have roommates I would make sure sex sounded like a murder scene forget beingrespectful you gone hear that
",2,4,1,1,5,1,3,5,4,2,5,3
1155,1155,"I wish I was on this show. I'm into Marvel and are one of thebiggest nerds in Indianapolis
",4,3,4,4,2,3,2,2,2,4,3,2,"I wish I was on this show, I'm all about marvel and I'm one of thebiggest nerds in Indianapolis xD
",3,3,3,3,2,2,3,2,3,3,4,3
1156,1156,"The only people that I owe any loyalty to are those people whonever made me question their loyalty to me
",3,4,3,2,3,2,2,3,2,3,3,2,"The only people I owe my loyalty to are those whonever made me questions theirs!!
",3,4,3,3,3,2,1,2,2,3,3,2
1157,1157,"I have three children and I promised them we will not live here forever. I would rather die. I don't want to have to go back on my words
",3,5,2,3,1,4,1,1,1,4,2,1,"I got three kids and I told them we gonna make it out the Hood and I rather die beforeI take my words back
",2,5,1,1,4,1,3,4,2,2,4,1
1158,1158,"Take me for who I am, if you do not like itsuck my dick. Well, damn
",2,4,1,1,5,1,1,5,3,3,4,2,"Take me for who I am if you don't like itsuck my dick...."" Well damn
",2,4,1,1,5,1,1,5,3,3,4,2
1159,1159,"These Vegas stories are wild as fuck! She said she was dipping chickenfingers in ranch butterball, naked
",3,2,3,2,3,3,2,3,3,3,3,2,"These Vegas stories wild as fcuk!!! ""She say she was dipping chickenfingers in ranch buttaball NAKED!
",2,2,3,1,3,1,4,4,4,2,4,3
1160,1160,"Oh well, Sneaker Con was fun. Look Lounge is where youall should go tonight
",3,2,4,4,2,3,2,2,2,3,2,2,"Oh well Sneaker Con was dope.... Now LOOK LOUNGE is where uall need to be 2nite.
",3,3,2,2,3,2,3,3,2,2,4,3
1161,1161,"I am going to be getting a lot of sex this week since Government workers don't have jobs. I feel like a 18 year old on Fall Break!
",3,2,3,2,2,3,1,3,3,4,2,2,"Imma be gettin hella sex dis wk since Govt workers aint got no jobs. Feel like a18yr old on Fall Break!
",2,4,2,1,4,1,4,5,4,2,5,4
1162,1162,"I'm not acting too crazy. I'm just going to watch and see how this develops. (I sit back, kick my feetup, and put my hands behind my head.
",3,2,4,3,2,3,1,2,2,4,2,3,"I AINT REALLY REALLY TRIPPIN.IM JUSS GON WATCH N SEE HOW DIS SPANDS OUT (SITS BACK,KICKS FEETUP,N PUTS HANDS BEHIND HEAD)
",2,2,4,1,3,1,4,4,3,2,4,3
1163,1163,"My little freestyle. You are an okay rapper, but I am not snitching. You just made the man hairlook better than your bitches.
",3,3,3,2,3,3,2,3,2,4,2,1,"My lil freestyle: u ah ok rapper,but i aint snitchin U JUSS MADE DAT MAH HAIRLOOK BETTA DEN YA BITCHES.
",2,4,2,1,4,1,4,4,3,2,4,4
1164,1164,"Oh no! I'm not going tomorrow because I have to go to theeye doctor who dances like Carlton
",3,2,4,4,1,3,2,2,2,4,2,2,"Ooohhh snap!!! I aint goin tmr cause i gotta go tuh daeye doctor (dances like Carlton)
",2,3,2,1,3,1,4,4,3,2,4,4
1165,1165,"He was rapping and when he arrived home he saw all of his belongings.They were on the porch
",3,3,4,4,2,4,2,2,2,4,2,2,"""meek mill rap like he came home n saw all his shiton da porch"" JSJSKSKSKSKSJJDDHH LMFAOOOOOOOOOOOO
",2,3,1,1,4,1,4,4,3,2,4,3
1166,1166,"Some of the most ugly bitches or guys I have ever seen in my life were light skinned. So shut the fuck up with all that \""darkskinned people are ugly\"" shit
",3,4,2,1,4,3,2,4,2,4,2,2,"AND SOME OF THA MOST UGLIEST BITCHES/NIGGAZ I EVA SAW IN MAH LIFE WAS LIGHT SKINNED.SO STFU WIT ALL DAT ""DARKSKINNED PPL IS UGLY"" SHIT.
",2,4,1,1,5,1,4,5,3,2,5,1
1167,1167,"Do you want to get blocked? Reply to my Tweet with a mixtape, song or a video. I will fucking jump throughthis screen on your ass
",2,4,1,1,5,1,2,5,3,3,4,2,"Wanna get blocked? Reply to my tweet wit a mixtape, song,or a video. I WILL FVCKIN JUMP THROUGHDIS SCREEN ON YO ASS.
",2,5,1,1,5,1,4,5,4,2,5,1
1168,1168,"Okay, next time I go to a meeting, I am handing thatblack man a bottle of lotion.
",3,3,3,2,3,3,1,4,3,4,3,1,"kay next time i go tuh a m&g, IM HANDIN DATNIGGA A BOTTLE OF LOTION.
",2,4,1,1,5,1,4,5,4,2,5,2
1169,1169,"Parents ask to ask se my twitter. I said okay, I will ket you in a minute I log out of twitter and delete the applicatio
",3,4,3,4,1,3,2,1,2,4,2,2,"Parents: lemme check yo twitter. Me: ok juss give me a minute-logs out and deletes app-
",3,4,3,3,1,2,2,2,2,3,4,2
1170,1170,"I'm laughing; I've been trying for about three months to make him see it, but her never noticedit. So I just stopped trying
",4,3,4,4,1,4,1,1,2,4,2,3,"lmaooo i been tryin fah like 3 months for him tuh see it but he neva noticedit.so i juss stopped trying
",2,3,2,2,1,1,4,2,3,2,4,3
1171,1171,"Meek Mill raps like he just ran from the cops and he is explainingwhat just happened. That is so funny.
",3,2,4,3,2,3,2,2,2,4,2,2,"MEEK MILL RAP LIKE HE JUST RAN FROM THE COPS AND HE EXPLAININGWHAT JUST HAPPENED"" ahhh lmfaoo
",2,3,2,1,3,1,4,3,3,2,4,4
1172,1172,"Meek Mill raps like somebody ate his leftover food in the fridge but they are allsaying they didn't do it
",3,2,3,3,2,3,2,2,2,3,2,2,"MEEK MILL RAP LIKE SOMEBODY ATE HIS LEFTOVER FOOD IN THE FRIDGE BUT THEY ALLSAYING THEY AIN'T DO IT""
",2,4,2,2,4,1,4,4,4,2,4,3
1173,1173,"Meek Mill raps like somebody keeps cutting him off in themiddle of his sentence. I'm laughing so hard
",3,2,4,4,2,3,2,2,2,3,2,2,"MEEK MILL RAP LIKE SOMEBODY KEEP CUTTING HIM OFF IN THEMIDDLE OF HIS SENTENCE"" CTFUUUUUUUUU
",2,3,1,1,4,1,4,4,4,1,5,1
1174,1174,"Hey, I know all you dudes heard that \""Pop Don't Stop\"" song byFrenchy Montana. What are you dancing with
",3,2,4,4,2,3,2,2,2,4,2,2,"""aye ik yall niggaz heard dat pop dat dont stop song byfrenchy Montana WATCHU TWERKIN WIDDDD""
",2,3,2,1,4,1,4,5,3,2,4,3
1175,1175,"So, you can ignore me and go with the same people? Let mespare my own feelings.
",3,2,2,2,3,2,1,3,2,3,3,2,"so you can ignore me and go with the same people? lemmespare my own feelings ""
",2,2,1,1,4,1,4,4,3,2,4,4
1176,1176,"I hope tomorrow will hurry up and get here. I can't eat or drink after midnightit is going to kill me
",4,2,2,3,1,3,1,1,1,4,2,1,"Hope tomorrow hurry up and gets here. Can't eat or drink after midnightis going to kill me.
",2,2,2,2,1,1,4,1,3,2,4,1
1177,1177,"I'm just wondering why you have a Kentucky blue bike. They didn'thave a red one. That's funny.
",3,2,4,4,1,3,1,2,2,4,3,2,"I'm just wondering why you do have a Kentucky blue bike. They didn'thave a red one. Lol
",3,2,3,3,1,2,2,2,2,3,4,3
1178,1178,"I just lost respect for Dicky V. Calling Arian Foster a prostitute?Bad choice of words, Vitale
",3,2,3,3,2,3,1,2,2,4,2,1,"Just lost respect for dicky v calling Arian foster a prostitutebad choice of words vitale
",2,2,3,2,3,1,4,3,3,2,4,1
1179,1179,"I'm not sure if he's smoking. He denied it! But crack doesn't care who smokes it. People haveseen the effects for years
",3,3,3,3,3,2,2,3,3,3,4,2,"not sure if he smoking he denied it! But crack don't care who smokes it people havesaw the affects for years
",2,3,3,3,3,1,4,3,4,2,4,2
1180,1180,"Yes, it's super sad, especially when I see people who used to sell it smoking it, friendwhere did you go wrong
",3,2,3,3,2,2,2,2,2,3,3,2,"yea it's super sad especially when I see cats who use to sell it smoking manwhere did you go wrong
",2,2,3,2,3,1,3,3,3,2,4,3
1181,1181,"I am wondering, what am I doing? What directions I need to take. Ready for Godto reveal somethings to me
",3,4,4,4,1,3,2,1,2,4,2,2,"Wondering what in the heck am i doing? What directions i need to take . Ready for Godto reveal somethings to me.
",3,4,2,2,3,2,2,3,2,3,4,2
1182,1182,"I didn’t ask seven. I figured she wasn’t interested, but I texted nine and she may have to work. She travels a lot.
",3,3,3,3,2,3,1,2,2,4,2,2,"i didnt ask 7 i figured she wasnt interested, but i text 9 and she may haveto work. She travels alot.
",2,3,3,3,2,2,3,2,3,2,3,4
1183,1183,"Good morning. It's far too early for me to deal with your issues, I am a grown man and I do not feel like dealing with all of this immaturity soin that regard, I would request you that you stop
",3,4,3,3,2,4,1,3,2,4,2,3,"Good morning. It's to early to be playin games like I'm a grown ass man to be dealin with lil ass kid shit soon that note swerve bitch
",2,4,1,1,5,1,3,5,3,2,5,3
1184,1184,"I think I'm coming down with the flu. I hope I don'tend up in someone's ER
",4,3,4,4,2,4,2,2,2,4,2,2,"Think I'm coming down with the flu. I hope I don'tend up in someone's ER
",3,3,3,3,2,2,3,3,3,3,3,3
1185,1185,"I swear, all I do is fucking work. I would killto have one Saturday off
",3,4,2,2,3,2,2,3,2,3,3,2,"I swear... All I do is fuckin work. I would killto have one Saturday off.!!!!!
",2,4,1,1,4,1,4,5,3,2,5,2
1186,1186,"I mean, you try to fuck any guy's girl, but if a guy likes too many of your girl'sstatus updates, you get upset
",3,3,3,3,3,3,2,3,3,3,3,2,"I mean, you try to fuck ANY niccas girl but if a nicca like to many of your girlsstatus updates you get upset...
",3,3,2,1,4,2,2,4,3,3,4,2
1187,1187,"I have nothing against Alabama and Nick Saban. I can count on Saban. He is the type of coach who would say\""let's play ball, don't worry about anything else\""
",3,3,4,4,2,3,2,2,2,3,2,2,"yea but not against bama and Nick saban. Saban my dude. He the type of coach who sayplay ball fuck everything else.
",2,4,1,1,5,1,4,4,3,2,4,1
1188,1188,"I don't give a fuck what a bitch or a man think and fuck all that bullshittalking because your breath stink
",2,3,1,1,4,1,2,5,3,4,4,2,"Idgaf wat a bitch or a nigga thank n fuck allat bstalkin kuz ya breff stank
",2,3,1,1,4,1,4,5,3,2,5,4
1189,1189,"Yesterday, I would have seen two boxes, but two days ago I saw the twoeye stepping my game up.
",4,3,3,3,2,4,2,2,2,4,2,2,"Yesterday I would have saw 2 boxes but 2 days I saw the 2eyes stepping my game up
",2,3,3,3,2,2,4,2,4,2,4,2
1190,1190,"I really need a monster combination in my life! Focus on thosebands that make you dance
",3,3,3,3,2,3,2,2,2,3,2,2,"I so need a monster combination in my life! Focus on thosebands that make u dance
",2,4,2,2,4,2,3,3,3,2,4,4
1191,1191,"I love you, but if this shit wins the Oscar, you will thank me. Because you know the weirder the movie, the more likely it will win
",4,3,2,1,3,3,2,3,2,4,2,1,"I love u but if this shit wins the oscar u will thank me ... Cause u know the the weirder the movie themore likely it will win
",3,3,3,2,2,2,3,2,2,3,3,2
1192,1192,"I never liked Gucci. Now everybody can sees the \""Royal Flop Ness Monster\""! He has been bad, it shouldn't have taken his breakdownfor it to be known
",3,2,3,3,3,4,1,3,2,4,2,1,"I never liked Gucci. now everybody sees the royal flop ness monster! He been weak. It shouldn't have taken his breakdownfor it 2 b known
",2,3,2,2,4,1,3,4,3,2,4,4
1193,1193,"Missed out on my whole first break because this woman was in here sharpeningpencils like it was her job
",3,2,2,2,3,3,2,3,2,3,3,2,"Missed out on my whole lil ""break"" cause this broad grown ass in here sharpeningpencils like it's her job
",2,2,1,1,4,2,3,4,3,2,4,2
1194,1194,"I miss hanging out with my boyfriend when it's fun and we don't argue. These are the timesI cherish the most
",3,3,4,4,2,3,2,1,2,4,2,2,"I miss hanging out with my boyfriend when its all fun no arguments or nothing the timesI cherish the most sometimes!!!
",2,3,3,4,2,2,4,1,3,2,4,3
1195,1195,"Then off to my friend's house. I got some beer. I am about todrink until I pass out.
",3,3,2,2,2,2,2,2,3,4,3,2,"Then off to my friend house I got some beer I'm about todrink till I pass out..
",2,3,2,1,2,1,4,3,4,1,4,4
1196,1196,"When I went to L.A., it was 8 blocks of homeless people and BeverleyHlls was a block down... Shaking my head.
",3,2,3,3,2,3,2,2,2,3,3,1,"When I went to LA it was 8 blocks of homeless people and BeverleyHills was a block down..smh
",2,2,2,2,3,2,3,3,2,2,4,3
1197,1197,"My hair is bogus. The gym really took its toll onit. It is sweated the fuck out.
",3,3,2,2,4,2,2,4,2,3,4,2,"My hair is bogus the gym really took its toll onit..it's sweated the fuck out
",3,3,2,2,4,2,4,4,2,2,4,2
1198,1198,"Im about to do something big for Hip Hop in 2014. Just remember, \""Day of Destruction, Game Over\
",3,4,3,3,3,3,2,2,2,3,3,2,"Im about to do something big for Hip Hop in 2014. Just remember.DAY OF DESTRUCTION!!!! Game Over.
",2,5,1,1,5,1,4,5,4,2,5,1
1199,1199,"I celebrated one year of sobriety on September 3rd. On October 6th, I'm giving back... Stay tuned fordetails. I understand the struggle
",3,4,4,4,2,3,2,2,2,3,2,2,"I CELEBRATED 1 YEAR OF SOBRIETY ON SEPT 3. ON OCT 6, I'M GIVING BACK.. STAY TUNED FORDETAILS. I UNDERSTAND THE STRUGGLE!!!
",2,5,1,2,4,1,4,4,3,2,5,1
1200,1200,"A lot of the rappers from the past are basically unsavory. I would mention names, but why should I givethem any notoriety? They are foolish
",3,2,3,3,2,3,2,2,2,4,2,3,"A lot of the old school rappers are straight assholes. I would say names but why should I givethem any shine???? Fuckin idiots!!
",2,4,1,1,5,1,1,5,3,2,5,3
1201,1201,"I hate when a bitch texts me and asks me when I'm going to come see her, and I say, \""You tell me,\"" and she says, \""I don't know.\"" Bitch, why the fuck did you text me?Whore, fuck, my whole day is ruined
",2,2,1,1,5,2,1,5,3,4,4,1,"I hat when a bitch txt me an ask me when I'm cme see her and I say u tel me and she say idk bitch why df u txt me forhoe fuck my whole day
",1,2,1,1,5,1,4,5,4,1,5,4
1202,1202,"I can't believe it when a whore's trying to handle the man's job and the relationship and her job at the same time. That's funny;no, her man's a bitch
",2,2,2,1,4,2,2,5,4,4,4,2,"It kill me when hoe tryin play da Niggah job and da Relationship an her job at da same time ..lolno her Niggah a bitch
",2,2,2,1,4,1,4,5,4,2,5,2
1203,1203,"It's crazy that people say that they have good sex, but two weeks later after fucking that friend, \""Yeah, she's a whore. Don't kissher because that's a whore.\
",3,2,2,1,4,3,1,5,3,4,3,2,"It crazy why ppl say that gt sme good but 2week later tht fuckin that friend yea she a hoe Dnt kissher cuz that a hoe
",2,3,3,1,4,1,4,5,4,2,5,4
1204,1204,"Women are claiming they are keeping thier boyfriend, but while he is not present, they are having sex with anythingin sight. We see you all
",2,3,2,2,4,2,2,4,3,3,3,2,"Bitches be claiming they holding they nigga down but while he not around fucking anythingin sight we see y'all""
",1,4,1,1,5,1,3,5,4,2,5,3
1205,1205,"I went to sleep at 10, now I'm up, but I'm about toforce myself back to sleep
",3,4,3,3,2,3,2,1,2,3,2,3,"went to sleep at 10 now I'm up but I'm about toforce myself back to sleep
",3,3,3,3,2,2,2,1,3,2,3,3
1206,1206,"Ok, I'll go today. Do I have to use it before I style my hair or can Iput it on now
",3,3,3,3,2,2,2,2,2,3,3,3,"ok ill go today do I have to use it before I style my hair or can Iput it on it now
",2,3,3,3,2,1,4,2,3,2,4,3
1207,1207,"This show is exactly within the context of what you spoke on with another woman at anotherrestaurant or park. What the heck
",3,2,2,2,3,3,2,3,2,3,2,2,"This show is all about what you talked about with another bitch at anotherrestaurant or park. The fuck
",2,3,1,1,5,1,1,5,3,2,5,2
1208,1208,"\""World War Z\"" was good. I didn't think it would end the way it did, but it's getting me really excitedfor \""The Walking Dead\""
",3,3,3,3,2,2,2,2,2,3,3,3,"World war z was good. Didn't think it would end the way it did but it's getting me ampedup for The walking dead
",3,4,3,3,3,2,1,2,2,4,3,2
1209,1209,"I really need a vacation. I have not been to the beachat all this summer. What the fuck
",3,2,1,1,4,1,2,5,2,3,4,2,"I really need a vacation. I haven't been to the beachat all this summer wtf
",3,2,2,2,3,2,1,4,2,4,3,2
1210,1210,"Misa has always been cool. She is ahead of ehr time. She created \""Ghetto Fabulous\""says Steco Don from Diva Magazine
",4,3,3,3,2,4,2,2,2,4,2,2,"- Misa always been FLY!!! Ahead of her Time- she created Ghetto Fabulous-- Stevo Don Diva Magazine
",3,4,2,2,3,2,3,3,3,3,4,3
1211,1211,"Yes! That's a very touching song, it gives me chills every time I hear it. I know big brother is smiling down on you, Rest in Peace, Mel.down on you, Rest in Peace, Mel
",4,3,4,4,1,4,1,1,1,4,1,1,"yes!!! Thats a very touching song, it gives me chills errytime I hear it. I know big bruh smilindown on u:-) RIP Mel
",2,3,2,2,1,1,4,2,3,2,4,4
1212,1212,"Those women are not nice and they know it. They are lame and they don't realize that they are ruining their lives.I knew exactly where we would find them.
",3,3,2,2,3,3,1,4,3,4,3,2,"Dez hoes fo anyone n they know it, it's just dez lames niggas who don't see, dez hoes some hood rats n they it, Iknow exactly where they be
",2,3,2,1,4,1,3,5,4,2,5,2
1213,1213,"This post. I heard there were 2 kids living that \""you only live once\"" life at \""Electric Zoo\"". You all betteract like Bran Nubian and
",3,2,3,3,2,3,2,2,3,3,2,2,"THIS herd 2 kids was living that yolo life at electric zoo. yall betterdo like bran nubian and
",3,2,3,3,2,3,3,2,3,3,3,2
1214,1214,"Dude, what the fuck, that's hilarious. \""If you fuck in church you don't need a condom.You're covered by the blood.\
",3,2,3,2,3,2,2,4,3,3,4,2,"dude wtf lol IF YOU FUCK IN CHURCH YOU DONT NEED A RUBBA ,YOUR COVERED BY THE BLOOD""
",2,2,3,1,3,1,4,5,4,2,5,3
