Text,Intelligence,Kindness,Sophistication,Aggression,Emotional,Laziness,Factual,AAVE Line
"Good morning; we wish you all a wonderful Monday. May God's blessings, mercy, and grace be with you. Holy Spirit, go out beforeus in Jesus' name. Amen",8.0,9.0,9.0,0.0,8.0,1.0,2.0,"Good morning; we wish u all w wonderful Monday may God blessings, mercy, and grace be with u all.Holy Spirit go out b4us in Jesus name Amen"
"Why do we have to steal my saying though? \""Slow dancing is how you catch feelings.\"" I said thatsame exact thing last night",4.0,3.0,5.0,7.0,6.0,8.0,0.0,"Why we gotta steal my saying tho. ""Slow dancing is how you catch feelings"" I said thatsame exact thing last night"
"Visit schools, you need to understand what is happening on the ground inorder to lead sustainable change",8.0,9.0,7.0,2.0,9.0,1.0,8.0,Visit schools... you need to understand what is happening on the ground inorder to lead sustainable change.
"Wow! Lilacs and champagne at Metro, one of the best shows I've seen Jazz metal? And westill have Grails to go",9.0,8.0,9.0,2.0,7.0,1.0,8.0,Wow! Lilacs and champagne at metro.. One of the best shows i've seen. Jazz metal? And westill have Grails to go!
Someone should upload a video stream of a what a cat does 24/7 as filmed through a go-pro camera attached to the cat.They would become an internet sensation,4.0,2.0,1.0,3.0,6.0,9.0,5.0,"someone should make a website where they stream a go-pro camera that is attached to their cat, 24/7.They would win the internet."
"Do you care? Do you love it? You answers should be \""no\"", and \""yes\"", respectively;if you are Icona Pop",6.0,7.0,4.0,5.0,8.0,9.0,2.0,"Do you care? Do you love it? Your answers should be No and Yes, respectively,if you are Icona Pop."
"Man, it's hot as shit out here! I see why I normally sit in my car when I'm onehouse away from the bus stop",2.0,4.0,1.0,6.0,7.0,5.0,3.0,Man it's hot as shit out here!! I see why I normally be sitting in my car and I'm 1house away fr bus stop!!
"I was warned long ago by your friends! Shaking my head. Yeah, change soon! You act crazy because you're emotional.Shaking my head. Really, who does that",4.0,3.0,5.0,8.0,9.0,0.0,0.0,I was warned long ago by your friends!!! Smh.... Yeah change soon!!! U trip cause you in your feelingssmh really who does that???!!!
"Who would want to buy the tape of Rocko running and Guwop kicking him in the ass. With my shoes on, haha.\""I want $250,000\"" I'm laughing so hard",2.0,1.0,2.0,8.0,4.0,3.0,0.0,"Who wanna buy d tape of rocko running and guwop kickin him in ass. Wit my house shoes on lol.I want 250k"" I'm dead!!!"
"Then I got with the Jazz, Bear, and Larry, and won unlimited chips. I was the manas a pup. Facebook, huh",2.0,7.0,4.0,0.0,8.0,9.0,1.0,"Then I got with Jazz, Bear and Lary and won chips in unlimited I was the manas a pup"" FB huh"
The tilapia looked amazing and I was so hungry. Wow you really need to calm down,4.0,6.0,2.0,8.0,7.0,1.0,9.0,Solid that tilapia looked all that I b hungry looking atya shit u gotta chill
"You all do know guys are doing cuffing season for their 10th year straight is doing thisall the fuck wrong, right",4.0,2.0,3.0,7.0,6.0,5.0,8.0,Yall do know mogs doing cuffing season for they 10th year str8 is doing thisALL THEE fuck wrong right?
"It depends on how you meet me. I simply do not care about a lot of stuff that most do. So itcan appear as \""chill\"".",6.0,7.0,8.0,5.0,6.0,9.0,0.0,"depends on how u meet me...I simply don't care about a lot of stuff most do...so itcan come off as ""chill"""
"It's crazy how common practice it is for people to exaggerate their height, like 90percent of people do it",6.0,8.0,7.0,3.0,9.0,4.0,2.0,Its crazy how common practice it is for ppl to exxagerate they heights...like 90percent of ppl do it.
"and be honest, do YOU like a guy that would bethat passive and allow that",6.0,8.0,7.0,3.0,5.0,2.0,0.0,"and be honest, do YOU like a guy that would bethat passive and allow that?"
"sorry Sheem, I'm over 6 feet and I never had to jump throughhoops...I only dunk alley oops",4.0,9.0,8.0,6.0,7.0,3.0,9.0,"sorry sheem, im over 6 feet and I never had to jump thruhoops...I only dunk alley oops."
I hate you white acting degree fellow African Americans.  Why even brag about it?  Shitwhere my degree is located,4.0,1.0,2.0,9.0,2.0,3.0,0.0,I hate u phathom degree having niggaz too! Why even speak on it? Shit I don't even knowwhere my degree is located!
"You guys with no experience, expecting six figures out of school? Blowme... Who sold you all these dreams??",2.0,4.0,1.0,8.0,6.0,7.0,0.0,U mogs with no experience expecting 6 figgaz outta school blowme...who sell yall these dreams???
You all better not be giving ANY money to a mog with gray hair playing on buckets next to the road!,2.0,1.0,1.0,7.0,4.0,3.0,1.0,Yall bet not be giving ANY money to a mog with gray hair playingon buckets next to road!
If anyone is looking for a good furnace installer for a cheap price let me know.I have contact info for someone,6.0,7.0,4.0,2.0,5.0,8.0,9.0,If anyone need a good furance installer for LOW fuck with me uknow I got it (info)
I am going to speak to this person who works at Lowes once I am finishedwith my responsibilities,4.0,8.0,6.0,3.0,7.0,2.0,9.0,Imma speak on this perp that work at Lowes once I'm donedoing this grown up shit...
"Man, I haven't worn a pair of Wheat/Brown Timberlands in a long time. Ilove that they're coming back in style",4.0,6.0,7.0,2.0,5.0,3.0,9.0,Maaan I ain't rocked a pair of wheat tims in hella...Icelebrate them coming back lol
I think 2014 will be the year of the Mistress based off of the waywomen celebrate Olivia Pope..,3.0,7.0,6.0,2.0,8.0,4.0,1.0,I think 2014 will be the year of the Mistress by the waywomen big up Oliva Pope...
That was a great show tonight! Do you think that you can send the furniture backwith Dr. Phil? These ottomans..,4.0,7.0,6.0,1.0,8.0,9.0,3.0,Great show tonight! Do you think you can send the furniture backwith Dr. Phil? Those ottomans...
"Man, you should have told me you so I could have given you your 101class, *laughing out loud*. *laughing out loud* I should have",8.0,9.0,7.0,2.0,8.0,4.0,6.0,"man you should hv told me so I can give you your 101class lol""lol I should of"
"\""I hate everything about moving.\"" \""Yes, me too.\"" \""The freaking worst.\"" It will beover before you know it",4.0,3.0,2.0,6.0,7.0,5.0,8.0,"Ihate everything about moving"" yesss me 2""the freakn worst"" it will bover b4 u no it"
"109 is hard. \""Yes, God. How do you get up there so fast?\"" I amaddicted and now I am stuck.",4.0,8.0,6.0,0.0,9.0,7.0,10.0,"109 hard ""yes gawd""how u get up there so fast"" I'maddicted and now I'm stuck"
"If you know that you are better than the new girl that he's dating, go ahead and tell him now that he's going tomiss me when I'm gone",4.0,2.0,6.0,8.0,1.0,7.0,0.0,"If you know that you Betta then the new girl that he on, go head & tell em now u gonnamiss me when I'm gone!!!"
The thing that caught my eye is the same thing thatmakes me change my mind,7.0,9.0,8.0,2.0,6.0,4.0,5.0,The thing that caught my eye is the same thing thatmakes me Change my mind!
"I need help, my phone keeps powering off on it's own and I need instructionson how to fix it, help me please",6.0,7.0,4.0,0.0,8.0,3.0,2.0,"I have a problem, My phone keep shutting down by it's self what do Ineed to do..... HELP! PLEASE"
I just finished watching Sleepy Hollow. It's scary and funny at the same time. It's likeyou are on a rollercoaster ride.,6.0,7.0,8.0,3.0,9.0,5.0,4.0,"Just finished watching sleepy hollow. Its scarey funny, and same time. Its likeyour on a rollercoaster ride."
I'm happy for the Jets. They are going to need all the helpthey can get this season,4.0,3.0,6.0,7.0,8.0,0.0,9.0,Happy for the Jets. They are gonna need all the helpthey can get this season.
Today was really good. I'm so happy to be alive and well. I'm really grateful for all the many thingshe has done for me!,4.0,9.0,6.0,1.0,8.0,2.0,3.0,Today was really good. I'm so happy to be alive and well. I'm really grateful for all the many thingshe has done for me.!!!√√
"My daughter washed the dishes for some cash. Once she got paid, she said, \""I'mrich and I'm getting richer!\""",2.0,4.0,1.0,6.0,8.0,9.0,0.0,"My daughter washed the dishes for some cash. Once she got paid, she said ""i'mrich and in getting richer""!"
"If you can't afford to fill up your gas tank at least once every twoweeks, don't buy an SUV",2.0,6.0,1.0,4.0,8.0,3.0,4.0,"If u can't afford to fill up ur gas tank at least once every 2wks, don't buy a SUV."
"Man, if I have roommates, I would make sure sex sounded like a murder scene. Forget beingrespectful, you are going to hear that",3.0,1.0,2.0,8.0,6.0,5.0,0.0,Man if I have roommates I would make sure sex sounded like a murder scene forget beingrespectful you gone hear that
I wish I was on this show. I'm into Marvel and are one of thebiggest nerds in Indianapolis,9.0,8.0,7.0,5.0,6.0,4.0,0.0,"I wish I was on this show, I'm all about marvel and I'm one of thebiggest nerds in Indianapolis xD"
The only people that I owe any loyalty to are those people whonever made me question their loyalty to me,6.0,3.0,8.0,9.0,7.0,2.0,4.0,The only people I owe my loyalty to are those whonever made me questions theirs!!
I have three children and I promised them we will not live here forever. I would rather die. I don't want to have to go back on my words,6.0,9.0,8.0,0.0,7.0,4.0,10.0,I got three kids and I told them we gonna make it out the Hood and I rather die beforeI take my words back
"Oh well, Sneaker Con was fun. Look Lounge is where youall should go tonight",4.0,7.0,3.0,0.0,5.0,6.0,2.0,Oh well Sneaker Con was dope.... Now LOOK LOUNGE is where uall need to be 2nite.
I am going to be getting a lot of sex this week since Government workers don't have jobs. I feel like a 18 year old on Fall Break!,2.0,1.0,1.0,4.0,3.0,6.0,2.0,Imma be gettin hella sex dis wk since Govt workers aint got no jobs. Feel like a18yr old on Fall Break!
"I'm not acting too crazy. I'm just going to watch and see how this develops. (I sit back, kick my feetup, and put my hands behind my head.",4.0,2.0,6.0,8.0,3.0,7.0,0.0,"I AINT REALLY REALLY TRIPPIN.IM JUSS GON WATCH N SEE HOW DIS SPANDS OUT (SITS BACK,KICKS FEETUP,N PUTS HANDS BEHIND HEAD)"
"My little freestyle. You are an okay rapper, but I am not snitching. You just made the man hairlook better than your bitches.",2.0,4.0,1.0,7.0,6.0,8.0,1.0,"My lil freestyle: u ah ok rapper,but i aint snitchin U JUSS MADE DAT MAH HAIRLOOK BETTA DEN YA BITCHES."
Oh no! I'm not going tomorrow because I have to go to theeye doctor who dances like Carlton,4.0,8.0,3.0,2.0,6.0,7.0,9.0,Ooohhh snap!!! I aint goin tmr cause i gotta go tuh daeye doctor (dances like Carlton)
He was rapping and when he arrived home he saw all of his belongings.They were on the porch,8.0,9.0,6.0,4.0,7.0,2.0,5.0,"""meek mill rap like he came home n saw all his shiton da porch"" JSJSKSKSKSKSJJDDHH LMFAOOOOOOOOOOOO"
"Parents ask to ask se my twitter. I said okay, I will ket you in a minute I log out of twitter and delete the applicatio",4.0,2.0,3.0,1.0,5.0,7.0,6.0,Parents: lemme check yo twitter. Me: ok juss give me a minute-logs out and deletes app-
Meek Mill raps like he just ran from the cops and he is explainingwhat just happened. That is so funny.,4.0,2.0,1.0,6.0,5.0,3.0,0.0,"MEEK MILL RAP LIKE HE JUST RAN FROM THE COPS AND HE EXPLAININGWHAT JUST HAPPENED"" ahhh lmfaoo"
Meek Mill raps like somebody ate his leftover food in the fridge but they are allsaying they didn't do it,4.0,2.0,3.0,8.0,6.0,7.0,1.0,"MEEK MILL RAP LIKE SOMEBODY ATE HIS LEFTOVER FOOD IN THE FRIDGE BUT THEY ALLSAYING THEY AIN'T DO IT"""
Meek Mill raps like somebody keeps cutting him off in themiddle of his sentence. I'm laughing so hard,2.0,4.0,5.0,7.0,8.0,1.0,0.0,"MEEK MILL RAP LIKE SOMEBODY KEEP CUTTING HIM OFF IN THEMIDDLE OF HIS SENTENCE"" CTFUUUUUUUUU"
"Hey, I know all you dudes heard that \""Pop Don't Stop\"" song byFrenchy Montana. What are you dancing with",2.0,4.0,1.0,6.0,5.0,7.0,0.0,"""aye ik yall niggaz heard dat pop dat dont stop song byfrenchy Montana WATCHU TWERKIN WIDDDD"""
I hope tomorrow will hurry up and get here. I can't eat or drink after midnightit is going to kill me,4.0,6.0,2.0,3.0,7.0,8.0,0.0,Hope tomorrow hurry up and gets here. Can't eat or drink after midnightis going to kill me.
I'm just wondering why you have a Kentucky blue bike. They didn'thave a red one. That's funny.,6.0,8.0,7.0,3.0,9.0,4.0,9.0,I'm just wondering why you do have a Kentucky blue bike. They didn'thave a red one. Lol
"I am wondering, what am I doing? What directions I need to take. Ready for Godto reveal somethings to me",4.0,9.0,8.0,3.0,7.0,5.0,6.0,Wondering what in the heck am i doing? What directions i need to take . Ready for Godto reveal somethings to me.
"I didn’t ask seven. I figured she wasn’t interested, but I texted nine and she may have to work. She travels a lot.",4.0,8.0,7.0,6.0,9.0,2.0,0.0,"i didnt ask 7 i figured she wasnt interested, but i text 9 and she may haveto work. She travels alot."
I think I'm coming down with the flu. I hope I don'tend up in someone's ER,4.0,7.0,3.0,2.0,6.0,5.0,8.0,Think I'm coming down with the flu. I hope I don'tend up in someone's ER
"I swear, all I do is fucking work. I would killto have one Saturday off",4.0,6.0,3.0,7.0,8.0,2.0,0.0,I swear... All I do is fuckin work. I would killto have one Saturday off.!!!!!
"I have nothing against Alabama and Nick Saban. I can count on Saban. He is the type of coach who would say\""let's play ball, don't worry about anything else\""",6.0,3.0,4.0,7.0,5.0,2.0,8.0,yea but not against bama and Nick saban. Saban my dude. He the type of coach who sayplay ball fuck everything else.
"Yesterday, I would have seen two boxes, but two days ago I saw the twoeye stepping my game up.",4.0,2.0,6.0,8.0,9.0,1.0,3.0,Yesterday I would have saw 2 boxes but 2 days I saw the 2eyes stepping my game up
I really need a monster combination in my life! Focus on thosebands that make you dance,4.0,5.0,3.0,6.0,7.0,2.0,0.0,I so need a monster combination in my life! Focus on thosebands that make u dance
"I love you, but if this shit wins the Oscar, you will thank me. Because you know the weirder the movie, the more likely it will win",2.0,3.0,1.0,9.0,8.0,7.0,4.0,I love u but if this shit wins the oscar u will thank me ... Cause u know the the weirder the movie themore likely it will win
Missed out on my whole first break because this woman was in here sharpeningpencils like it was her job,4.0,3.0,2.0,6.0,7.0,1.0,0.0,"Missed out on my whole lil ""break"" cause this broad grown ass in here sharpeningpencils like it's her job"
"When I went to L.A., it was 8 blocks of homeless people and BeverleyHlls was a block down... Shaking my head.",6.0,4.0,2.0,8.0,7.0,9.0,3.0,When I went to LA it was 8 blocks of homeless people and BeverleyHills was a block down..smh
My hair is bogus. The gym really took its toll onit. It is sweated the fuck out.,4.0,6.0,2.0,8.0,7.0,9.0,0.0,My hair is bogus the gym really took its toll onit..it's sweated the fuck out
"Im about to do something big for Hip Hop in 2014. Just remember, \""Day of Destruction, Game Over\",2.0,3.0,2.0,6.0,7.0,4.0,1.0,Im about to do something big for Hip Hop in 2014. Just remember.DAY OF DESTRUCTION!!!! Game Over.
"I celebrated one year of sobriety on September 3rd. On October 6th, I'm giving back... Stay tuned fordetails. I understand the struggle",6.0,8.0,4.0,2.0,7.0,3.0,9.0,"I CELEBRATED 1 YEAR OF SOBRIETY ON SEPT 3. ON OCT 6, I'M GIVING BACK.. STAY TUNED FORDETAILS. I UNDERSTAND THE STRUGGLE!!!"
"A lot of the rappers from the past are basically unsavory. I would mention names, but why should I givethem any notoriety? They are foolish",4.0,3.0,5.0,8.0,4.0,6.0,0.0,A lot of the old school rappers are straight assholes. I would say names but why should I givethem any shine???? Fuckin idiots!!
"I hate when a bitch texts me and asks me when I'm going to come see her, and I say, \""You tell me,\"" and she says, \""I don't know.\"" Bitch, why the fuck did you text me?Whore, fuck, my whole day is ruined",2.0,0.0,1.0,9.0,6.0,2.0,0.0,I hat when a bitch txt me an ask me when I'm cme see her and I say u tel me and she say idk bitch why df u txt me forhoe fuck my whole day
"It's crazy that people say that they have good sex, but two weeks later after fucking that friend, \""Yeah, she's a whore. Don't kissher because that's a whore.\",2.0,1.0,2.0,8.0,3.0,2.0,1.0,It crazy why ppl say that gt sme good but 2week later tht fuckin that friend yea she a hoe Dnt kissher cuz that a hoe
"I went to sleep at 10, now I'm up, but I'm about toforce myself back to sleep",4.0,6.0,7.0,2.0,8.0,9.0,5.0,went to sleep at 10 now I'm up but I'm about toforce myself back to sleep
"Ok, I'll go today. Do I have to use it before I style my hair or can Iput it on now",4.0,8.0,6.0,2.0,7.0,9.0,3.0,ok ill go today do I have to use it before I style my hair or can Iput it on it now
This show is exactly within the context of what you spoke on with another woman at anotherrestaurant or park. What the heck,3.0,1.0,2.0,6.0,4.0,7.0,5.0,This show is all about what you talked about with another bitch at anotherrestaurant or park. The fuck
"\""World War Z\"" was good. I didn't think it would end the way it did, but it's getting me really excitedfor \""The Walking Dead\""",6.0,4.0,5.0,7.0,8.0,2.0,9.0,World war z was good. Didn't think it would end the way it did but it's getting me ampedup for The walking dead
I really need a vacation. I have not been to the beachat all this summer. What the fuck,4.0,6.0,7.0,2.0,8.0,9.0,5.0,I really need a vacation. I haven't been to the beachat all this summer wtf
Those women are not nice and they know it. They are lame and they don't realize that they are ruining their lives.I knew exactly where we would find them.,4.0,2.0,3.0,7.0,6.0,5.0,0.0,"Dez hoes fo anyone n they know it, it's just dez lames niggas who don't see, dez hoes some hood rats n they it, Iknow exactly where they be"
"This post. I heard there were 2 kids living that \""you only live once\"" life at \""Electric Zoo\"". You all betteract like Bran Nubian and",4.0,3.0,2.0,6.0,5.0,7.0,0.0,THIS herd 2 kids was living that yolo life at electric zoo. yall betterdo like bran nubian and
I am playing fantasy football with my job. I have the raven's defense and RayRice. I am getting points. Yes,4.0,7.0,6.0,8.0,9.0,3.0,10.0,Im playing fantasy football with my job.. and I got the raven defense and rayrice… I'm getting points.. yesss!!
"I will be in the gym getting it in, man... When its all said and done, Twitter and Instagram are just going to have to letme flourish in my nakedness",3.0,4.0,6.0,7.0,5.0,2.0,0.0,I be in the gym getting it in man.. When its all said and done twitter n instagram just gonna have to letme flourish in my nakedness
"I talked to my student today about Grand Theft Auto V, and I must say his description regarding interacting with the game hasmade me want to play it",7.0,9.0,8.0,3.0,5.0,6.0,8.0,Talk to my student today about GTAV and I must say his description regarding interacting with the game hasme wanting to play it
"I just read the funniest description of Chief Keef. \""Keef, who has a mop top of noodling dreadlocks that hangpast his eye shaggy-dog style.\",4.0,1.0,1.0,7.0,3.0,5.0,2.0,"I just read the funniest description of Chief keef ""Keef, who has a mop top of noodling dreadlocks that hangpast his eyes shaggy-dog style"
"That's funny; Bears fans harassed Tony D on Twitter, saying, \""Man, get\""your thoughts in order and believe.\",2.0,6.0,4.0,8.0,5.0,1.0,8.0,Lmao bears fans harassed tony d on twitter like nigga getyour mind right and believe
"So, how many of you culture snob guys are going to change your opinionabout Yeezus afterseeing that interview now, huh",2.0,3.0,4.0,9.0,6.0,8.0,1.0,So how many of you culture snob niggas gonna change your opinion about Yeezus afterseeing that interview now huh?
European wine simply tastes different. I was over there for a month and a half and drank daily at random and neverhad any horrible tasting wine,7.0,8.0,6.0,2.0,9.0,4.0,5.0,European wine just taste diff man… I was over there a month and a half and drank daily at random and neverhad any bad tasting wine
It completely threw me for a loophole when it came to whatI thought was my preference.,6.0,8.0,7.0,3.0,9.0,2.0,9.0,It totally threw me for a loophole when it came to whatI thought was my preference
"Straight cooling, in relax mode. This CD is the truth. You have got down on this one. I lovekmichelle because she is so real.",3.0,4.0,2.0,0.0,7.0,1.0,6.0,Straight cooln.....in relax mode....this cd is the truth......you got down on this one....... I lovekmichelle cause she so real
"Showing off for Twitter. That shit is so old, man you are going to be feeling some type of way when I say \""I'm donewith your goofy ass!\""",4.0,2.0,1.0,7.0,6.0,8.0,1.0,Showing of for twitter tht sht bigg dead cuh yu gone be feeling some type of way when I say Im donewth yo goofy asssz .!
"I know, they just accept the three million dollar contract, and give methe five hundred thousand they can't decide on",4.0,2.0,3.0,1.0,6.0,8.0,0.0,I have an idea..they accept the $3m deal and just give methe $500k they disagree on
"Going through old direct message and shit on Twitter, thinking to myself; \""I wasa freak, haha\"" back then",4.0,3.0,2.0,7.0,6.0,8.0,9.0,Going through old DM and shit on twitter thinking to myself I wasa freak lol back then
"My favorite songs from Dreamgirls are; \""Move\"", \""We Are A Family\"", \""IAm Changing\"", \""Patience\"", and \""Dreamgirls\""",4.0,8.0,7.0,2.0,9.0,1.0,6.0,"My favorite songs from Dreamgirls are Move, We Are A Family, IAm Changing, Patience, and Dreamgirls."
"I wish I had more hands so I could give all of thesefootball posts more \""thumbs down\""",4.0,2.0,3.0,6.0,5.0,7.0,0.0,I wish I had more hands so I could give all thesefootball posts more thumbs downnn
What the deuce? ... I hate the smell of spray tan...This stuff has to go,2.0,4.0,5.0,6.0,7.0,8.0,9.0,What the deuce. .. I hate the smell of spray tan...this shit gots ta go.
"I'm lucky I don't have to live there, I would only go there because it's thepeople that I know there",4.0,6.0,5.0,8.0,7.0,9.0,0.0,Lucky I ain't have to grow there I would only go there cuz it'sniggas that I know there
"I'm going to \""Schnuck's\"" to get every flavor of 32 ounce Power-Aid. Two for $1, haha, judge me,but you probably want one",4.0,6.0,2.0,1.0,7.0,8.0,5.0,Goin to schnucks to gt every flavor 32oz power-aid 2/$1 lol judge me..but u probably want one
"Feeling said, but this chocolate cupcake is going to make me smile. I'm joking. Judgeme all you want",2.0,8.0,4.0,1.0,6.0,5.0,3.0,Feeling dwn ..but this chocolate cupcake is gona make me smile :) lol judgeme all u want !
"Dude, please don't say anything ignorant to me. You're the one who looks silly. I'm shaking my head. I can't live inpeace in the world. I'm laughing",4.0,6.0,5.0,8.0,9.0,2.0,1.0,Dude plz dnt say anything ignorant to me ..ur the one who looks silly smh I cant live inpeace in the world lol
Mke sure to bring it by the house during the day so I will be the only one present,6.0,4.0,3.0,7.0,5.0,2.0,0.0,be sure to bring it by the crib 1 day during the week so I canbe the only 1 here
"Some or all of you might not read this, but my dream is to make it to the professional league, and hopefully withme live-streaming it, it should help",4.0,8.0,6.0,1.0,7.0,0.0,0.0,Some of you or all of you might not read this but my dream is to make it within the pros and hopefully withme live streaming it'll help
"Statistics show that 99 out of 100 men who text back \""okay\"" getsfriendzoned by a woman",4.0,6.0,3.0,7.0,5.0,2.0,0.0,Statistic show that 99/ 100 men who text back K getfriend zone by a woman
Why does my last day of work before vacation have to be so stressful? I am going to need a goodmassage after this day,6.0,8.0,4.0,2.0,9.0,5.0,3.0,Why does my last day of work before vacation have to be so damn stressful im going to need a goodas massage after thid day...
"Man, wait, direct message someone that doesn't make you angry. That'scauses gray hairs and wrinkles",7.0,9.0,6.0,2.0,8.0,4.0,10.0,man Turn Up.. dm who you gotta to be non angry..that shitcauses gray hairs and wrinkles
I’m going to Charlotte for the day Saturday. But I’ll be here tonight. I needto find something to do.,2.0,7.0,6.0,1.0,8.0,9.0,4.0,going to Charlotte for the day Saturday. But ill be here tonight. I needto find something to do
"Aww, look at me trying to stay loyal as fuck and guys keep talking to me!",4.0,8.0,2.0,1.0,7.0,3.0,6.0,"Aww, look at me trying to stay loyal asf & Niggaskeep talking to me !!"
"Music stimulates your brain's frontal lobe, increasing your attention span & ability toprocess. Explains a lot about peers",8.0,9.0,8.0,3.0,7.0,2.0,8.0,"Music stimulates your brain's frontal lobe, increasing your attention span & ability toprocess explains alot about peers"
"I need a big bottle of Patron and a bag oflimes, and I'll be all set",4.0,2.0,1.0,3.0,5.0,6.0,2.0,I need a big bottle of patron. And a bag oflimes... Ill be all set
Sometimes a person doesn't know a good thing that happening to them even if it Hit them in the face,8.0,9.0,6.0,5.0,7.0,3.0,0.0,Sometimes a person don't know a good thing even if it was toslap them in the face!
"Miley Cyrus is campaigning for that black card, and that line from Jay wasa boost to her ego",4.0,2.0,3.0,7.0,6.0,5.0,0.0,Miley Cyrus is campaigning for that black card and that line from Jay wasa boost to her ego.
"Ok, enough of this Jay Z.. let me play this newJuicy J track real quick.",6.0,4.0,2.0,9.0,7.0,8.0,5.0,Ok enough of this jay z .. Let me play this newjuicy j track real quick
"I am not going to let the past repeat itself... ugh, the stuff I have to go through..",6.0,8.0,7.0,2.0,5.0,4.0,9.0,I am not about to let the past repeat itself..... ugh the ShitI have to go through...
I don't care about anything but me and my money. We're never breaking up. We're a team. No onewill ever come between us,4.0,2.0,5.0,6.0,3.0,7.0,9.0,"I Don't Care Bout Nothing But Me And My Money, We Never Breaking Up. It's Team US. No OneWill Ever Come Between US."
"Pitt’s defense is trash. I’m not taking anything away from Winston, but hell, I couldprobably throw on their defense.",4.0,6.0,5.0,8.0,7.0,2.0,3.0,Pitt defense is trash. Not taking anything away from Winston but hell I prollycould throw on they defense
"I see you guys trying to get intoxicated but you guys aren't even offering anybody else any. The saying is \""puff, puff, givesomeone and get high\""",2.0,4.0,6.0,8.0,7.0,9.0,8.0,"I see y'all tryin to get blazed !!!but y'all ain't even try to offer nobody none,the saying is ""puff puff giveMOTHER***** and get high !!"
This is frustrating. I want to go to my best friend's funeral but I don't have a way. Sleep tight. See yousoon or later. Rest in peace,4.0,7.0,3.0,1.0,6.0,8.0,2.0,Ughhhhhh I wanna go to my bestfwenddd funeral but I don't have no way... Sleep Tight See yousoon or later: ( R.I.p
Placing the blame on others rather than looking in the mirror is a little unhealthy... everyoneelse being wrong instead of yourself,6.0,4.0,5.0,7.0,3.0,2.0,8.0,placing the blame on others other than looking in mirror is alil unhealthy...everyonebeing wrong instead of self?
Can't we all just get along? There's enough room for everyone. I keep to myself and I mind my own business. So why arethey still worried? It never ends,6.0,8.0,4.0,2.0,7.0,3.0,5.0,Can't we all just get along?? There's enough room for everyone. I stay in my own lane. So why arethey still worried?? Never Ends
My little vacation was much needed! My mind didn't run AS much...nowit’s back to becoming a -,6.0,9.0,8.0,1.0,7.0,4.0,5.0,My lil vacay was much needed! My mind didn't run AS much...nowit's back to becoming a
Leave me the f*ck alone. That’s what you better do..funerals stay on schedule.. I don't even care about thecharges if they’re not federal!,4.0,2.0,3.0,9.0,6.0,1.0,0.0,"Leave me the f**ck alone thats what you better do..funerals stay on schedule.. I don't even care about thecharges ,if they ain't federal!"
There's nothing more disappointing than having the feeling to use the bathroom. Running to the bathroom. Covering the seat and having nothing butgas comes out,2.0,3.0,1.0,0.0,4.0,6.0,8.0,Nothing more disappointing than having the feeling of major shits. Running to bathroom. Covering seat and nothing butloud ass gas comes out
"How do you have a man with a car but you are still on broad street, you must not be good enough for a car ride",2.0,1.0,3.0,5.0,6.0,8.0,4.0,How You Got A Nigga Wit A Wheel But Ya Ass On The Broad Street Line Ya Pussy Must Not Be ThatGood For A Car Ride
"I'm not sure that the storyline will go that way, but who knows? There are always twistsand turns on that show",8.0,9.0,7.0,4.0,6.0,5.0,8.0,"I'm not sure the storyline will go that way, but who knows. There is always twistsand turns on that show"
I miss the early 2000's defenses and I want to seethem again. It should be nice,6.0,8.0,7.0,2.0,5.0,4.0,0.0,I miss the early 2000's defenses and I want to seethem again. Should be nice.
I think I’m about to go order this 2 for $20 with anappetizer just for myself. I’m greedy.,4.0,2.0,1.0,7.0,6.0,5.0,8.0,"Think I'm bout to go order this 2 $20 with anappetizer just for myself"" greedy"
"Sustainability is so SEXY! It’s not a lifestyle, but a way of life for those with style",7.0,9.0,8.0,2.0,6.0,3.0,8.0,Sustainability is sooo SEXY! Not a lifestyle but a way oflife for those with style.
I’m laughing my ass off! One day I’m gonna flame Jordan so good...he’s gonna let me off with it..one day.,6.0,7.0,5.0,8.0,9.0,2.0,4.0,Lmaoooo !!! One day ima flame Jordan soo good ...he gon let meoff with it ..one day
"Hi I'm Dejhanae Love 101. It is so fun to be on Twitter, and thanks for all of it from Dejhanae Love 101",4.0,6.0,2.0,1.0,7.0,3.0,0.0,Hi I'm dejhanae love 101it is so fun to be on tweet and tanks for all of it andbey form dejhanae love 101
"Everytime I get Chinese, I like the first five bites then I want to throw the rest awa",2.0,1.0,3.0,6.0,4.0,8.0,0.0,"Everytime I get Chinese, I like the first five bites then Iwanna throw the rest away"
"And the people who say, \""I can't wait until shit blows over so I can get back to jokes and bullshit,\"" are really irking my damn soul",4.0,2.0,5.0,8.0,2.0,3.0,0.0,"And you ""I cant wait till shit blows over so I can get back to jokes and bullshit..."" types arereally irking my damm soul"
"Don't invite me over to your house if you don't have air conditioning. Seriously, I'm going tolet you down every time",4.0,2.0,3.0,6.0,5.0,8.0,1.0,"Don't invite me over your house if you don't have AC..""realshit imastand yo ass up everytime"
Just got off work.  The guy who gives me Budweiser for a good price called in saying he has some free beer.  I dont drink that shit anymore butYou can not say no to something that is free! Laugh out lou,4.0,6.0,3.0,7.0,8.0,2.0,1.0,Off work. Budweiser connect called with a bunch of free beer. I don't drink that shit anymore butu can't beat free! Lol
